contig contig_geneID GC Genome
Ga0194081_1011 Ga0194081_10111 0.537 133651.assembled.gff
Ga0194081_1011 Ga0194081_10112 0.525 133651.assembled.gff
Ga0194081_1011 Ga0194081_10113 0.544 133651.assembled.gff
Ga0194081_1011 Ga0194081_10114 0.551 133651.assembled.gff
Ga0194081_1012 Ga0194081_10121 0.555 133651.assembled.gff
Ga0194081_1012 Ga0194081_10122 0.534 133651.assembled.gff
Ga0194081_1012 Ga0194081_10123 0.515 133651.assembled.gff
Ga0194081_1012 Ga0194081_10124 0.549 133651.assembled.gff
Ga0194081_1013 Ga0194081_10131 0.523 133651.assembled.gff
Ga0194081_1013 Ga0194081_10132 0.531 133651.assembled.gff
Ga0194081_1013 Ga0194081_10133 0.556 133651.assembled.gff
Ga0194081_1013 Ga0194081_10134 0.558 133651.assembled.gff
Ga0194081_1013 Ga0194081_10135 0.556 133651.assembled.gff
Ga0194081_1013 Ga0194081_10136 0.537 133651.assembled.gff
Ga0194081_1013 Ga0194081_10137 0.512 133651.assembled.gff
Ga0194081_1013 Ga0194081_10138 0.536 133651.assembled.gff
Ga0194081_1013 Ga0194081_10139 0.556 133651.assembled.gff
Ga0194081_1013 Ga0194081_101310 0.534 133651.assembled.gff
Ga0194081_1013 Ga0194081_101311 0.553 133651.assembled.gff
Ga0194081_1013 Ga0194081_101312 0.56 133651.assembled.gff
Ga0194081_1014 Ga0194081_10141 0.519 133651.assembled.gff
Ga0194081_1014 Ga0194081_10142 0.482 133651.assembled.gff
Ga0194081_1014 Ga0194081_10143 0.543 133651.assembled.gff
Ga0194081_1014 Ga0194081_10144 0.528 133651.assembled.gff
Ga0194081_1014 Ga0194081_10145 0.571 133651.assembled.gff
Ga0194081_1014 Ga0194081_10146 0.54 133651.assembled.gff
Ga0194081_1014 Ga0194081_10147 0.521 133651.assembled.gff
Ga0194081_1014 Ga0194081_10148 0.561 133651.assembled.gff
Ga0194081_1014 Ga0194081_10149 0.528 133651.assembled.gff
Ga0194081_1014 Ga0194081_101410 0.566 133651.assembled.gff
Ga0194081_1014 Ga0194081_101411 0.547 133651.assembled.gff
Ga0194081_1014 Ga0194081_101412 0.558 133651.assembled.gff
Ga0194081_1014 Ga0194081_101413 0.588 133651.assembled.gff
Ga0194081_1015 Ga0194081_10151 0.532 133651.assembled.gff
Ga0194081_1015 Ga0194081_10152 0.5 133651.assembled.gff
Ga0194081_1015 Ga0194081_10153 0.549 133651.assembled.gff
Ga0194081_1015 Ga0194081_10154 0.543 133651.assembled.gff
Ga0194081_1015 Ga0194081_10155 0.567 133651.assembled.gff
Ga0194081_1015 Ga0194081_10156 0.516 133651.assembled.gff
Ga0194081_1015 Ga0194081_10157 0.49 133651.assembled.gff
Ga0194081_1015 Ga0194081_10158 0.494 133651.assembled.gff
Ga0194081_1016 Ga0194081_10161 0.543 133651.assembled.gff
Ga0194081_1016 Ga0194081_10162 0.528 133651.assembled.gff
Ga0194081_1016 Ga0194081_10163 0.515 133651.assembled.gff
Ga0194081_1017 Ga0194081_10171 0.521 133651.assembled.gff
Ga0194081_1017 Ga0194081_10172 0.536 133651.assembled.gff
Ga0194081_1017 Ga0194081_10173 0.522 133651.assembled.gff
Ga0194081_1017 Ga0194081_10174 0.502 133651.assembled.gff
Ga0194081_1017 Ga0194081_10175 0.559 133651.assembled.gff
Ga0194081_1018 Ga0194081_10181 0.542 133651.assembled.gff
Ga0194081_1018 Ga0194081_10182 0.566 133651.assembled.gff
Ga0194081_1018 Ga0194081_10183 0.561 133651.assembled.gff
Ga0194081_1018 Ga0194081_10184 0.557 133651.assembled.gff
Ga0194081_1018 Ga0194081_10186 0.537 133651.assembled.gff
Ga0194081_1018 Ga0194081_10187 0.522 133651.assembled.gff
Ga0194081_1018 Ga0194081_10188 0.477 133651.assembled.gff
Ga0194081_1019 Ga0194081_10191 0.504 133651.assembled.gff
Ga0194081_1019 Ga0194081_10192 0.494 133651.assembled.gff
Ga0194081_1019 Ga0194081_10193 0.528 133651.assembled.gff
Ga0194081_1019 Ga0194081_10194 0.532 133651.assembled.gff
Ga0194081_1019 Ga0194081_10195 0.516 133651.assembled.gff
Ga0194081_1019 Ga0194081_10196 0.522 133651.assembled.gff
Ga0194081_1020 Ga0194081_10201 0.564 133651.assembled.gff
Ga0194081_1020 Ga0194081_10202 0.534 133651.assembled.gff
Ga0194081_1020 Ga0194081_10203 0.573 133651.assembled.gff
Ga0194081_1020 Ga0194081_10204 0.558 133651.assembled.gff
Ga0194081_1021 Ga0194081_10211 0.523 133651.assembled.gff
Ga0194081_1021 Ga0194081_10212 0.533 133651.assembled.gff
Ga0194081_1021 Ga0194081_10213 0.546 133651.assembled.gff
Ga0194081_1021 Ga0194081_10214 0.513 133651.assembled.gff
Ga0194081_1021 Ga0194081_10215 0.502 133651.assembled.gff
Ga0194081_1022 Ga0194081_10221 0.491 133651.assembled.gff
Ga0194081_1022 Ga0194081_10222 0.508 133651.assembled.gff
Ga0194081_1022 Ga0194081_10223 0.515 133651.assembled.gff
Ga0194081_1022 Ga0194081_10224 0.53 133651.assembled.gff
Ga0194081_1023 Ga0194081_10231 0.567 133651.assembled.gff
Ga0194081_1023 Ga0194081_10232 0.541 133651.assembled.gff
Ga0194081_1023 Ga0194081_10233 0.513 133651.assembled.gff
Ga0194081_1023 Ga0194081_10234 0.521 133651.assembled.gff
Ga0194081_1024 Ga0194081_10241 0.57 133651.assembled.gff
Ga0194081_1024 Ga0194081_10242 0.56 133651.assembled.gff
Ga0194081_1024 Ga0194081_10243 0.535 133651.assembled.gff
Ga0194081_1024 Ga0194081_10244 0.56 133651.assembled.gff
Ga0194081_1024 Ga0194081_10245 0.549 133651.assembled.gff
Ga0194081_1024 Ga0194081_10246 0.538 133651.assembled.gff
Ga0194081_1024 Ga0194081_10247 0.509 133651.assembled.gff
Ga0194081_1024 Ga0194081_10248 0.523 133651.assembled.gff
Ga0194081_1024 Ga0194081_10249 0.533 133651.assembled.gff
Ga0194081_1025 Ga0194081_10251 0.534 133651.assembled.gff
Ga0194081_1025 Ga0194081_10252 0.503 133651.assembled.gff
Ga0194081_1025 Ga0194081_10253 0.52 133651.assembled.gff
Ga0194081_1025 Ga0194081_10254 0.518 133651.assembled.gff
Ga0194081_1025 Ga0194081_10255 0.526 133651.assembled.gff
Ga0194081_1025 Ga0194081_10256 0.496 133651.assembled.gff
Ga0194081_1026 Ga0194081_10261 0.546 133651.assembled.gff
Ga0194081_1026 Ga0194081_10262 0.571 133651.assembled.gff
Ga0194081_1026 Ga0194081_10263 0.536 133651.assembled.gff
Ga0194081_1026 Ga0194081_10264 0.56 133651.assembled.gff
Ga0194081_1027 Ga0194081_10271 0.597 133651.assembled.gff
Ga0194081_1027 Ga0194081_10272 0.543 133651.assembled.gff
Ga0194081_1027 Ga0194081_10273 0.568 133651.assembled.gff
Ga0194081_1027 Ga0194081_10274 0.588 133651.assembled.gff
Ga0194081_1028 Ga0194081_10281 0.533 133651.assembled.gff
Ga0194081_1028 Ga0194081_10282 0.541 133651.assembled.gff
Ga0194081_1028 Ga0194081_10283 0.568 133651.assembled.gff
Ga0194081_1028 Ga0194081_10284 0.538 133651.assembled.gff
Ga0194081_1028 Ga0194081_10285 0.56 133651.assembled.gff
Ga0194081_1028 Ga0194081_10286 0.56 133651.assembled.gff
Ga0194081_1029 Ga0194081_10291 0.57 133651.assembled.gff
Ga0194081_1029 Ga0194081_10292 0.552 133651.assembled.gff
Ga0194081_1029 Ga0194081_10293 0.568 133651.assembled.gff
Ga0194081_1030 Ga0194081_10301 0.531 133651.assembled.gff
Ga0194081_1030 Ga0194081_10302 0.554 133651.assembled.gff
Ga0194081_1030 Ga0194081_10303 0.538 133651.assembled.gff
Ga0194081_1030 Ga0194081_10304 0.558 133651.assembled.gff
Ga0194081_1030 Ga0194081_10305 0.537 133651.assembled.gff
Ga0194081_1030 Ga0194081_10306 0.539 133651.assembled.gff
Ga0194081_1031 Ga0194081_10311 0.52 133651.assembled.gff
Ga0194081_1031 Ga0194081_10312 0.535 133651.assembled.gff
Ga0194081_1031 Ga0194081_10313 0.556 133651.assembled.gff
Ga0194081_1031 Ga0194081_10314 0.566 133651.assembled.gff
Ga0194081_1031 Ga0194081_10315 0.543 133651.assembled.gff
Ga0194081_1031 Ga0194081_10316 0.58 133651.assembled.gff
Ga0194081_1032 Ga0194081_10321 0.475 133651.assembled.gff
Ga0194081_1032 Ga0194081_10322 0.544 133651.assembled.gff
Ga0194081_1032 Ga0194081_10323 0.55 133651.assembled.gff
Ga0194081_1032 Ga0194081_10324 0.579 133651.assembled.gff
Ga0194081_1033 Ga0194081_10331 0.507 133651.assembled.gff
Ga0194081_1033 Ga0194081_10332 0.556 133651.assembled.gff
Ga0194081_1033 Ga0194081_10333 0.586 133651.assembled.gff
Ga0194081_1033 Ga0194081_10334 0.575 133651.assembled.gff
Ga0194081_1033 Ga0194081_10335 0.536 133651.assembled.gff
Ga0194081_1033 Ga0194081_10336 0.518 133651.assembled.gff
Ga0194081_1033 Ga0194081_10337 0.51 133651.assembled.gff
Ga0194081_1034 Ga0194081_10341 0.552 133651.assembled.gff
Ga0194081_1034 Ga0194081_10342 0.529 133651.assembled.gff
Ga0194081_1034 Ga0194081_10343 0.528 133651.assembled.gff
Ga0194081_1034 Ga0194081_10344 0.563 133651.assembled.gff
Ga0194081_1034 Ga0194081_10345 0.487 133651.assembled.gff
Ga0194081_1034 Ga0194081_10346 0.51 133651.assembled.gff
Ga0194081_1035 Ga0194081_10351 0.542 133651.assembled.gff
Ga0194081_1035 Ga0194081_10352 0.56 133651.assembled.gff
Ga0194081_1035 Ga0194081_10353 0.572 133651.assembled.gff
Ga0194081_1035 Ga0194081_10354 0.549 133651.assembled.gff
Ga0194081_1035 Ga0194081_10355 0.496 133651.assembled.gff
Ga0194081_1035 Ga0194081_10356 0.525 133651.assembled.gff
Ga0194081_1035 Ga0194081_10357 0.551 133651.assembled.gff
Ga0194081_1035 Ga0194081_10358 0.566 133651.assembled.gff
Ga0194081_1036 Ga0194081_10361 0.553 133651.assembled.gff
Ga0194081_1036 Ga0194081_10362 0.549 133651.assembled.gff
Ga0194081_1036 Ga0194081_10363 0.579 133651.assembled.gff
Ga0194081_1037 Ga0194081_10371 0.474 133651.assembled.gff
Ga0194081_1037 Ga0194081_10372 0.529 133651.assembled.gff
Ga0194081_1037 Ga0194081_10373 0.54 133651.assembled.gff
Ga0194081_1037 Ga0194081_10374 0.504 133651.assembled.gff
Ga0194081_1037 Ga0194081_10375 0.519 133651.assembled.gff
Ga0194081_1037 Ga0194081_10376 0.495 133651.assembled.gff
Ga0194081_1038 Ga0194081_10381 0.504 133651.assembled.gff
Ga0194081_1038 Ga0194081_10382 0.535 133651.assembled.gff
Ga0194081_1039 Ga0194081_10391 0.534 133651.assembled.gff
Ga0194081_1039 Ga0194081_10392 0.545 133651.assembled.gff
Ga0194081_1039 Ga0194081_10393 0.532 133651.assembled.gff
Ga0194081_1039 Ga0194081_10394 0.521 133651.assembled.gff
Ga0194081_1039 Ga0194081_10395 0.505 133651.assembled.gff
Ga0194081_1040 Ga0194081_10401 0.519 133651.assembled.gff
Ga0194081_1040 Ga0194081_10402 0.524 133651.assembled.gff
Ga0194081_1040 Ga0194081_10403 0.549 133651.assembled.gff
Ga0194081_1040 Ga0194081_10404 0.551 133651.assembled.gff
Ga0194081_1040 Ga0194081_10405 0.545 133651.assembled.gff
Ga0194081_1041 Ga0194081_10411 0.551 133651.assembled.gff
Ga0194081_1041 Ga0194081_10412 0.586 133651.assembled.gff
Ga0194081_1041 Ga0194081_10413 0.554 133651.assembled.gff
Ga0194081_1041 Ga0194081_10414 0.564 133651.assembled.gff
Ga0194081_1041 Ga0194081_10415 0.532 133651.assembled.gff
Ga0194081_1041 Ga0194081_10416 0.549 133651.assembled.gff
Ga0194081_1042 Ga0194081_10421 0.537 133651.assembled.gff
Ga0194081_1042 Ga0194081_10422 0.527 133651.assembled.gff
Ga0194081_1042 Ga0194081_10423 0.556 133651.assembled.gff
Ga0194081_1042 Ga0194081_10424 0.534 133651.assembled.gff
Ga0194081_1042 Ga0194081_10425 0.531 133651.assembled.gff
Ga0194081_1042 Ga0194081_10426 0.529 133651.assembled.gff
Ga0194081_1042 Ga0194081_10427 0.521 133651.assembled.gff
Ga0194081_1042 Ga0194081_10428 0.546 133651.assembled.gff
Ga0194081_1043 Ga0194081_10431 0.565 133651.assembled.gff
Ga0194081_1043 Ga0194081_10432 0.547 133651.assembled.gff
Ga0194081_1043 Ga0194081_10433 0.536 133651.assembled.gff
Ga0194081_1043 Ga0194081_10434 0.514 133651.assembled.gff
Ga0194081_1043 Ga0194081_10435 0.556 133651.assembled.gff
Ga0194081_1043 Ga0194081_10436 0.563 133651.assembled.gff
Ga0194081_1043 Ga0194081_10437 0.57 133651.assembled.gff
Ga0194081_1043 Ga0194081_10438 0.554 133651.assembled.gff
Ga0194081_1044 Ga0194081_10441 0.526 133651.assembled.gff
Ga0194081_1044 Ga0194081_10442 0.528 133651.assembled.gff
Ga0194081_1044 Ga0194081_10443 0.505 133651.assembled.gff
Ga0194081_1044 Ga0194081_10444 0.525 133651.assembled.gff
Ga0194081_1044 Ga0194081_10445 0.57 133651.assembled.gff
Ga0194081_1045 Ga0194081_10451 0.507 133651.assembled.gff
Ga0194081_1045 Ga0194081_10452 0.518 133651.assembled.gff
Ga0194081_1045 Ga0194081_10453 0.505 133651.assembled.gff
Ga0194081_1045 Ga0194081_10454 0.475 133651.assembled.gff
Ga0194081_1045 Ga0194081_10455 0.489 133651.assembled.gff
Ga0194081_1045 Ga0194081_10456 0.521 133651.assembled.gff
Ga0194081_1046 Ga0194081_10461 0.536 133651.assembled.gff
Ga0194081_1046 Ga0194081_10462 0.538 133651.assembled.gff
Ga0194081_1046 Ga0194081_10463 0.534 133651.assembled.gff
Ga0194081_1047 Ga0194081_10471 0.526 133651.assembled.gff
Ga0194081_1047 Ga0194081_10472 0.542 133651.assembled.gff
Ga0194081_1047 Ga0194081_10473 0.539 133651.assembled.gff
Ga0194081_1047 Ga0194081_10474 0.511 133651.assembled.gff
Ga0194081_1048 Ga0194081_10481 0.567 133651.assembled.gff
Ga0194081_1048 Ga0194081_10482 0.532 133651.assembled.gff
Ga0194081_1048 Ga0194081_10483 0.526 133651.assembled.gff
Ga0194081_1048 Ga0194081_10484 0.56 133651.assembled.gff
Ga0194081_1048 Ga0194081_10485 0.515 133651.assembled.gff
Ga0194081_1049 Ga0194081_10491 0.481 133651.assembled.gff
Ga0194081_1049 Ga0194081_10492 0.555 133651.assembled.gff
Ga0194081_1049 Ga0194081_10493 0.51 133651.assembled.gff
Ga0194081_1049 Ga0194081_10494 0.561 133651.assembled.gff
Ga0194081_1050 Ga0194081_10501 0.527 133651.assembled.gff
Ga0194081_1050 Ga0194081_10502 0.546 133651.assembled.gff
Ga0194081_1050 Ga0194081_10503 0.559 133651.assembled.gff
Ga0194081_1050 Ga0194081_10504 0.591 133651.assembled.gff
Ga0194081_1051 Ga0194081_10511 0.531 133651.assembled.gff
Ga0194081_1051 Ga0194081_10512 0.467 133651.assembled.gff
Ga0194081_1051 Ga0194081_10513 0.564 133651.assembled.gff
Ga0194081_1051 Ga0194081_10514 0.558 133651.assembled.gff
Ga0194081_1051 Ga0194081_10515 0.536 133651.assembled.gff
Ga0194081_1051 Ga0194081_10516 0.507 133651.assembled.gff
Ga0194081_1051 Ga0194081_10517 0.581 133651.assembled.gff
Ga0194081_1051 Ga0194081_10518 0.522 133651.assembled.gff
Ga0194081_1051 Ga0194081_10519 0.484 133651.assembled.gff
Ga0194081_1052 Ga0194081_10521 0.505 133651.assembled.gff
Ga0194081_1052 Ga0194081_10522 0.511 133651.assembled.gff
Ga0194081_1052 Ga0194081_10523 0.511 133651.assembled.gff
Ga0194081_1052 Ga0194081_10524 0.499 133651.assembled.gff
Ga0194081_1052 Ga0194081_10525 0.491 133651.assembled.gff
Ga0194081_1052 Ga0194081_10526 0.503 133651.assembled.gff
Ga0194081_1052 Ga0194081_10527 0.528 133651.assembled.gff
Ga0194081_1053 Ga0194081_10531 0.507 133651.assembled.gff
Ga0194081_1053 Ga0194081_10532 0.476 133651.assembled.gff
Ga0194081_1053 Ga0194081_10533 0.53 133651.assembled.gff
Ga0194081_1053 Ga0194081_10534 0.566 133651.assembled.gff
Ga0194081_1053 Ga0194081_10535 0.554 133651.assembled.gff
Ga0194081_1054 Ga0194081_10541 0.518 133651.assembled.gff
Ga0194081_1054 Ga0194081_10542 0.526 133651.assembled.gff
Ga0194081_1054 Ga0194081_10543 0.502 133651.assembled.gff
Ga0194081_1054 Ga0194081_10544 0.488 133651.assembled.gff
Ga0194081_1055 Ga0194081_10551 0.52 133651.assembled.gff
Ga0194081_1055 Ga0194081_10552 0.557 133651.assembled.gff
Ga0194081_1055 Ga0194081_10553 0.544 133651.assembled.gff
Ga0194081_1056 Ga0194081_10561 0.556 133651.assembled.gff
Ga0194081_1056 Ga0194081_10562 0.568 133651.assembled.gff
Ga0194081_1056 Ga0194081_10563 0.526 133651.assembled.gff
Ga0194081_1056 Ga0194081_10564 0.542 133651.assembled.gff
Ga0194081_1056 Ga0194081_10566 0.541 133651.assembled.gff
Ga0194081_1056 Ga0194081_10567 0.551 133651.assembled.gff
Ga0194081_1056 Ga0194081_10568 0.566 133651.assembled.gff
Ga0194081_1056 Ga0194081_10569 0.583 133651.assembled.gff
Ga0194081_1056 Ga0194081_105610 0.514 133651.assembled.gff
Ga0194081_1056 Ga0194081_105611 0.478 133651.assembled.gff
Ga0194081_1057 Ga0194081_10571 0.53 133651.assembled.gff
Ga0194081_1057 Ga0194081_10572 0.532 133651.assembled.gff
Ga0194081_1057 Ga0194081_10573 0.501 133651.assembled.gff
Ga0194081_1057 Ga0194081_10574 0.541 133651.assembled.gff
Ga0194081_1057 Ga0194081_10575 0.544 133651.assembled.gff
Ga0194081_1057 Ga0194081_10576 0.534 133651.assembled.gff
Ga0194081_1057 Ga0194081_10577 0.547 133651.assembled.gff
Ga0194081_1057 Ga0194081_10578 0.563 133651.assembled.gff
Ga0194081_1057 Ga0194081_10579 0.52 133651.assembled.gff
Ga0194081_1057 Ga0194081_105710 0.557 133651.assembled.gff
Ga0194081_1057 Ga0194081_105711 0.575 133651.assembled.gff
Ga0194081_1058 Ga0194081_10581 0.495 133651.assembled.gff
Ga0194081_1058 Ga0194081_10582 0.523 133651.assembled.gff
Ga0194081_1058 Ga0194081_10583 0.533 133651.assembled.gff
Ga0194081_1058 Ga0194081_10584 0.526 133651.assembled.gff
Ga0194081_1058 Ga0194081_10585 0.55 133651.assembled.gff
Ga0194081_1058 Ga0194081_10586 0.597 133651.assembled.gff
Ga0194081_1058 Ga0194081_10587 0.555 133651.assembled.gff
Ga0194081_1058 Ga0194081_10588 0.542 133651.assembled.gff
Ga0194081_1058 Ga0194081_10589 0.534 133651.assembled.gff
Ga0194081_1058 Ga0194081_105810 0.577 133651.assembled.gff
Ga0194081_1058 Ga0194081_105811 0.526 133651.assembled.gff
Ga0194081_1059 Ga0194081_10591 0.587 133651.assembled.gff
Ga0194081_1059 Ga0194081_10592 0.539 133651.assembled.gff
Ga0194081_1059 Ga0194081_10593 0.556 133651.assembled.gff
Ga0194081_1059 Ga0194081_10594 0.565 133651.assembled.gff
Ga0194081_1059 Ga0194081_10595 0.606 133651.assembled.gff
Ga0194081_1060 Ga0194081_10601 0.486 133651.assembled.gff
Ga0194081_1060 Ga0194081_10602 0.5 133651.assembled.gff
Ga0194081_1060 Ga0194081_10603 0.504 133651.assembled.gff
Ga0194081_1060 Ga0194081_10604 0.538 133651.assembled.gff
Ga0194081_1060 Ga0194081_10605 0.499 133651.assembled.gff
Ga0194081_1060 Ga0194081_10606 0.52 133651.assembled.gff
Ga0194081_1060 Ga0194081_10607 0.561 133651.assembled.gff
Ga0194081_1061 Ga0194081_10611 0.535 133651.assembled.gff
Ga0194081_1061 Ga0194081_10612 0.532 133651.assembled.gff
Ga0194081_1061 Ga0194081_10613 0.52 133651.assembled.gff
Ga0194081_1062 Ga0194081_10621 0.549 133651.assembled.gff
Ga0194081_1062 Ga0194081_10622 0.533 133651.assembled.gff
Ga0194081_1062 Ga0194081_10623 0.52 133651.assembled.gff
Ga0194081_1062 Ga0194081_10624 0.519 133651.assembled.gff
Ga0194081_1062 Ga0194081_10625 0.507 133651.assembled.gff
Ga0194081_1062 Ga0194081_10626 0.511 133651.assembled.gff
Ga0194081_1062 Ga0194081_10627 0.514 133651.assembled.gff
Ga0194081_1062 Ga0194081_10628 0.512 133651.assembled.gff
Ga0194081_1062 Ga0194081_10629 0.506 133651.assembled.gff
Ga0194081_1062 Ga0194081_106210 0.52 133651.assembled.gff
Ga0194081_1062 Ga0194081_106211 0.561 133651.assembled.gff
Ga0194081_1062 Ga0194081_106212 0.536 133651.assembled.gff
Ga0194081_1062 Ga0194081_106213 0.538 133651.assembled.gff
Ga0194081_1063 Ga0194081_10631 0.537 133651.assembled.gff
Ga0194081_1063 Ga0194081_10632 0.508 133651.assembled.gff
Ga0194081_1063 Ga0194081_10633 0.544 133651.assembled.gff
Ga0194081_1063 Ga0194081_10634 0.525 133651.assembled.gff
Ga0194081_1064 Ga0194081_10641 0.518 133651.assembled.gff
Ga0194081_1064 Ga0194081_10642 0.496 133651.assembled.gff
Ga0194081_1064 Ga0194081_10643 0.528 133651.assembled.gff
Ga0194081_1064 Ga0194081_10644 0.53 133651.assembled.gff
Ga0194081_1064 Ga0194081_10645 0.545 133651.assembled.gff
Ga0194081_1064 Ga0194081_10646 0.512 133651.assembled.gff
Ga0194081_1064 Ga0194081_10647 0.56 133651.assembled.gff
Ga0194081_1064 Ga0194081_10648 0.574 133651.assembled.gff
Ga0194081_1064 Ga0194081_10649 0.541 133651.assembled.gff
Ga0194081_1064 Ga0194081_106410 0.534 133651.assembled.gff
Ga0194081_1064 Ga0194081_106411 0.517 133651.assembled.gff
Ga0194081_1065 Ga0194081_10651 0.527 133651.assembled.gff
Ga0194081_1065 Ga0194081_10652 0.509 133651.assembled.gff
Ga0194081_1065 Ga0194081_10653 0.523 133651.assembled.gff
Ga0194081_1065 Ga0194081_10654 0.505 133651.assembled.gff
Ga0194081_1065 Ga0194081_10655 0.536 133651.assembled.gff
Ga0194081_1065 Ga0194081_10656 0.494 133651.assembled.gff
Ga0194081_1065 Ga0194081_10657 0.516 133651.assembled.gff
Ga0194081_1065 Ga0194081_10658 0.482 133651.assembled.gff
Ga0194081_1065 Ga0194081_10659 0.526 133651.assembled.gff
Ga0194081_1066 Ga0194081_10661 0.546 133651.assembled.gff
Ga0194081_1066 Ga0194081_10662 0.495 133651.assembled.gff
Ga0194081_1066 Ga0194081_10663 0.532 133651.assembled.gff
Ga0194081_1066 Ga0194081_10664 0.545 133651.assembled.gff
Ga0194081_1066 Ga0194081_10665 0.537 133651.assembled.gff
Ga0194081_1066 Ga0194081_10666 0.537 133651.assembled.gff
Ga0194081_1067 Ga0194081_10671 0.521 133651.assembled.gff
Ga0194081_1067 Ga0194081_10672 0.497 133651.assembled.gff
Ga0194081_1067 Ga0194081_10673 0.517 133651.assembled.gff
Ga0194081_1068 Ga0194081_10681 0.54 133651.assembled.gff
Ga0194081_1068 Ga0194081_10682 0.529 133651.assembled.gff
Ga0194081_1068 Ga0194081_10683 0.583 133651.assembled.gff
Ga0194081_1068 Ga0194081_10684 0.539 133651.assembled.gff
Ga0194081_1068 Ga0194081_10685 0.525 133651.assembled.gff
Ga0194081_1068 Ga0194081_10686 0.486 133651.assembled.gff
Ga0194081_1069 Ga0194081_10691 0.534 133651.assembled.gff
Ga0194081_1069 Ga0194081_10692 0.582 133651.assembled.gff
Ga0194081_1069 Ga0194081_10693 0.538 133651.assembled.gff
Ga0194081_1069 Ga0194081_10694 0.56 133651.assembled.gff
Ga0194081_1069 Ga0194081_10695 0.53 133651.assembled.gff
Ga0194081_1070 Ga0194081_10701 0.543 133651.assembled.gff
Ga0194081_1070 Ga0194081_10702 0.539 133651.assembled.gff
Ga0194081_1070 Ga0194081_10703 0.523 133651.assembled.gff
Ga0194081_1070 Ga0194081_10704 0.492 133651.assembled.gff
Ga0194081_1071 Ga0194081_10711 0.519 133651.assembled.gff
Ga0194081_1071 Ga0194081_10712 0.51 133651.assembled.gff
Ga0194081_1071 Ga0194081_10713 0.552 133651.assembled.gff
Ga0194081_1071 Ga0194081_10714 0.553 133651.assembled.gff
