contig contig_geneID GC Genome
Ga0194086_1016 Ga0194086_10161 0.651 133656.assembled.gff
Ga0194086_1016 Ga0194086_10162 0.584 133656.assembled.gff
Ga0194086_1016 Ga0194086_10163 0.635 133656.assembled.gff
Ga0194086_1016 Ga0194086_10164 0.63 133656.assembled.gff
Ga0194086_1017 Ga0194086_10171 0.664 133656.assembled.gff
Ga0194086_1017 Ga0194086_10172 0.624 133656.assembled.gff
Ga0194086_1017 Ga0194086_10173 0.582 133656.assembled.gff
Ga0194086_1017 Ga0194086_10174 0.616 133656.assembled.gff
Ga0194086_1017 Ga0194086_10175 0.634 133656.assembled.gff
Ga0194086_1017 Ga0194086_10176 0.635 133656.assembled.gff
Ga0194086_1017 Ga0194086_10177 0.569 133656.assembled.gff
Ga0194086_1017 Ga0194086_10178 0.586 133656.assembled.gff
Ga0194086_1018 Ga0194086_10181 0.607 133656.assembled.gff
Ga0194086_1018 Ga0194086_10182 0.603 133656.assembled.gff
Ga0194086_1018 Ga0194086_10183 0.586 133656.assembled.gff
Ga0194086_1018 Ga0194086_10184 0.613 133656.assembled.gff
Ga0194086_1018 Ga0194086_10185 0.621 133656.assembled.gff
Ga0194086_1019 Ga0194086_10191 0.61 133656.assembled.gff
Ga0194086_1019 Ga0194086_10192 0.587 133656.assembled.gff
Ga0194086_1019 Ga0194086_10193 0.579 133656.assembled.gff
Ga0194086_1019 Ga0194086_10194 0.596 133656.assembled.gff
Ga0194086_1019 Ga0194086_10195 0.572 133656.assembled.gff
Ga0194086_1019 Ga0194086_10196 0.598 133656.assembled.gff
Ga0194086_1019 Ga0194086_10197 0.572 133656.assembled.gff
Ga0194086_1020 Ga0194086_10201 0.594 133656.assembled.gff
Ga0194086_1020 Ga0194086_10202 0.546 133656.assembled.gff
Ga0194086_1020 Ga0194086_10203 0.619 133656.assembled.gff
Ga0194086_1020 Ga0194086_10204 0.669 133656.assembled.gff
Ga0194086_1021 Ga0194086_10211 0.653 133656.assembled.gff
Ga0194086_1021 Ga0194086_10212 0.584 133656.assembled.gff
Ga0194086_1021 Ga0194086_10213 0.519 133656.assembled.gff
Ga0194086_1021 Ga0194086_10214 0.596 133656.assembled.gff
Ga0194086_1021 Ga0194086_10215 0.57 133656.assembled.gff
Ga0194086_1021 Ga0194086_10216 0.6 133656.assembled.gff
Ga0194086_1021 Ga0194086_10217 0.553 133656.assembled.gff
Ga0194086_1022 Ga0194086_10221 0.567 133656.assembled.gff
Ga0194086_1022 Ga0194086_10222 0.639 133656.assembled.gff
Ga0194086_1022 Ga0194086_10223 0.621 133656.assembled.gff
Ga0194086_1023 Ga0194086_10231 0.569 133656.assembled.gff
Ga0194086_1023 Ga0194086_10232 0.561 133656.assembled.gff
Ga0194086_1023 Ga0194086_10233 0.575 133656.assembled.gff
Ga0194086_1023 Ga0194086_10234 0.567 133656.assembled.gff
Ga0194086_1023 Ga0194086_10235 0.563 133656.assembled.gff
Ga0194086_1023 Ga0194086_10236 0.563 133656.assembled.gff
Ga0194086_1023 Ga0194086_10237 0.555 133656.assembled.gff
Ga0194086_1024 Ga0194086_10241 0.621 133656.assembled.gff
Ga0194086_1024 Ga0194086_10242 0.619 133656.assembled.gff
Ga0194086_1024 Ga0194086_10243 0.61 133656.assembled.gff
Ga0194086_1024 Ga0194086_10244 0.609 133656.assembled.gff
Ga0194086_1025 Ga0194086_10251 0.648 133656.assembled.gff
Ga0194086_1025 Ga0194086_10252 0.572 133656.assembled.gff
Ga0194086_1025 Ga0194086_10253 0.629 133656.assembled.gff
Ga0194086_1025 Ga0194086_10254 0.627 133656.assembled.gff
Ga0194086_1025 Ga0194086_10255 0.621 133656.assembled.gff
Ga0194086_1025 Ga0194086_10256 0.617 133656.assembled.gff
Ga0194086_1025 Ga0194086_10257 0.612 133656.assembled.gff
Ga0194086_1026 Ga0194086_10261 0.585 133656.assembled.gff
Ga0194086_1026 Ga0194086_10262 0.587 133656.assembled.gff
Ga0194086_1026 Ga0194086_10263 0.618 133656.assembled.gff
Ga0194086_1026 Ga0194086_10264 0.598 133656.assembled.gff
Ga0194086_1026 Ga0194086_10265 0.616 133656.assembled.gff
Ga0194086_1026 Ga0194086_10266 0.614 133656.assembled.gff
Ga0194086_1026 Ga0194086_10267 0.617 133656.assembled.gff
Ga0194086_1027 Ga0194086_10271 0.645 133656.assembled.gff
Ga0194086_1027 Ga0194086_10272 0.592 133656.assembled.gff
Ga0194086_1027 Ga0194086_10273 0.658 133656.assembled.gff
Ga0194086_1027 Ga0194086_10274 0.616 133656.assembled.gff
Ga0194086_1027 Ga0194086_10275 0.587 133656.assembled.gff
Ga0194086_1027 Ga0194086_10276 0.582 133656.assembled.gff
Ga0194086_1028 Ga0194086_10281 0.59 133656.assembled.gff
Ga0194086_1028 Ga0194086_10282 0.614 133656.assembled.gff
Ga0194086_1028 Ga0194086_10283 0.596 133656.assembled.gff
Ga0194086_1029 Ga0194086_10291 0.612 133656.assembled.gff
Ga0194086_1029 Ga0194086_10292 0.592 133656.assembled.gff
Ga0194086_1029 Ga0194086_10293 0.596 133656.assembled.gff
Ga0194086_1029 Ga0194086_10294 0.54 133656.assembled.gff
Ga0194086_1029 Ga0194086_10295 0.586 133656.assembled.gff
Ga0194086_1029 Ga0194086_10296 0.615 133656.assembled.gff
Ga0194086_1029 Ga0194086_10297 0.6 133656.assembled.gff
Ga0194086_1029 Ga0194086_10298 0.599 133656.assembled.gff
Ga0194086_1029 Ga0194086_10299 0.625 133656.assembled.gff
Ga0194086_1029 Ga0194086_102910 0.569 133656.assembled.gff
Ga0194086_1029 Ga0194086_102911 0.667 133656.assembled.gff
Ga0194086_1030 Ga0194086_10301 0.576 133656.assembled.gff
Ga0194086_1030 Ga0194086_10302 0.599 133656.assembled.gff
Ga0194086_1030 Ga0194086_10303 0.588 133656.assembled.gff
Ga0194086_1030 Ga0194086_10305 0.568 133656.assembled.gff
Ga0194086_1030 Ga0194086_10306 0.625 133656.assembled.gff
Ga0194086_1030 Ga0194086_10308 0.677 133656.assembled.gff
Ga0194086_1031 Ga0194086_10311 0.633 133656.assembled.gff
Ga0194086_1031 Ga0194086_10312 0.619 133656.assembled.gff
Ga0194086_1031 Ga0194086_10313 0.626 133656.assembled.gff
Ga0194086_1031 Ga0194086_10314 0.608 133656.assembled.gff
Ga0194086_1031 Ga0194086_10315 0.648 133656.assembled.gff
Ga0194086_1032 Ga0194086_10321 0.629 133656.assembled.gff
Ga0194086_1032 Ga0194086_10322 0.637 133656.assembled.gff
Ga0194086_1032 Ga0194086_10323 0.633 133656.assembled.gff
Ga0194086_1033 Ga0194086_10331 0.639 133656.assembled.gff
Ga0194086_1033 Ga0194086_10332 0.598 133656.assembled.gff
Ga0194086_1033 Ga0194086_10333 0.56 133656.assembled.gff
Ga0194086_1033 Ga0194086_10334 0.612 133656.assembled.gff
Ga0194086_1033 Ga0194086_10335 0.61 133656.assembled.gff
Ga0194086_1033 Ga0194086_10336 0.678 133656.assembled.gff
Ga0194086_1034 Ga0194086_10341 0.669 133656.assembled.gff
Ga0194086_1034 Ga0194086_10342 0.638 133656.assembled.gff
Ga0194086_1034 Ga0194086_10343 0.603 133656.assembled.gff
Ga0194086_1034 Ga0194086_10344 0.652 133656.assembled.gff
Ga0194086_1035 Ga0194086_10351 0.619 133656.assembled.gff
Ga0194086_1035 Ga0194086_10352 0.639 133656.assembled.gff
Ga0194086_1036 Ga0194086_10361 0.573 133656.assembled.gff
Ga0194086_1036 Ga0194086_10362 0.573 133656.assembled.gff
Ga0194086_1036 Ga0194086_10363 0.591 133656.assembled.gff
Ga0194086_1036 Ga0194086_10364 0.59 133656.assembled.gff
Ga0194086_1036 Ga0194086_10365 0.61 133656.assembled.gff
Ga0194086_1037 Ga0194086_10371 0.593 133656.assembled.gff
Ga0194086_1037 Ga0194086_10372 0.616 133656.assembled.gff
Ga0194086_1037 Ga0194086_10373 0.599 133656.assembled.gff
Ga0194086_1037 Ga0194086_10374 0.6 133656.assembled.gff
Ga0194086_1037 Ga0194086_10375 0.611 133656.assembled.gff
Ga0194086_1038 Ga0194086_10381 0.559 133656.assembled.gff
Ga0194086_1038 Ga0194086_10382 0.5 133656.assembled.gff
Ga0194086_1038 Ga0194086_10383 0.566 133656.assembled.gff
Ga0194086_1038 Ga0194086_10384 0.593 133656.assembled.gff
Ga0194086_1038 Ga0194086_10385 0.544 133656.assembled.gff
Ga0194086_1039 Ga0194086_10391 0.665 133656.assembled.gff
Ga0194086_1039 Ga0194086_10392 0.624 133656.assembled.gff
Ga0194086_1039 Ga0194086_10393 0.649 133656.assembled.gff
Ga0194086_1039 Ga0194086_10394 0.617 133656.assembled.gff
Ga0194086_1039 Ga0194086_10395 0.618 133656.assembled.gff
Ga0194086_1040 Ga0194086_10401 0.602 133656.assembled.gff
Ga0194086_1040 Ga0194086_10402 0.642 133656.assembled.gff
Ga0194086_1041 Ga0194086_10411 0.611 133656.assembled.gff
Ga0194086_1041 Ga0194086_10412 0.58 133656.assembled.gff
Ga0194086_1041 Ga0194086_10413 0.577 133656.assembled.gff
Ga0194086_1041 Ga0194086_10414 0.583 133656.assembled.gff
Ga0194086_1042 Ga0194086_10421 0.549 133656.assembled.gff
Ga0194086_1042 Ga0194086_10422 0.539 133656.assembled.gff
Ga0194086_1042 Ga0194086_10423 0.532 133656.assembled.gff
Ga0194086_1042 Ga0194086_10424 0.537 133656.assembled.gff
Ga0194086_1042 Ga0194086_10425 0.526 133656.assembled.gff
Ga0194086_1043 Ga0194086_10431 0.61 133656.assembled.gff
Ga0194086_1043 Ga0194086_10432 0.606 133656.assembled.gff
Ga0194086_1043 Ga0194086_10433 0.637 133656.assembled.gff
Ga0194086_1043 Ga0194086_10434 0.583 133656.assembled.gff
Ga0194086_1043 Ga0194086_10435 0.543 133656.assembled.gff
Ga0194086_1044 Ga0194086_10441 0.634 133656.assembled.gff
Ga0194086_1044 Ga0194086_10442 0.592 133656.assembled.gff
Ga0194086_1044 Ga0194086_10443 0.601 133656.assembled.gff
Ga0194086_1044 Ga0194086_10444 0.578 133656.assembled.gff
Ga0194086_1045 Ga0194086_10451 0.644 133656.assembled.gff
Ga0194086_1045 Ga0194086_10452 0.675 133656.assembled.gff
Ga0194086_1046 Ga0194086_10461 0.634 133656.assembled.gff
Ga0194086_1046 Ga0194086_10462 0.635 133656.assembled.gff
Ga0194086_1046 Ga0194086_10463 0.638 133656.assembled.gff
Ga0194086_1046 Ga0194086_10464 0.654 133656.assembled.gff
Ga0194086_1046 Ga0194086_10465 0.57 133656.assembled.gff
Ga0194086_1046 Ga0194086_10466 0.556 133656.assembled.gff
Ga0194086_1046 Ga0194086_10467 0.584 133656.assembled.gff
Ga0194086_1046 Ga0194086_10468 0.557 133656.assembled.gff
Ga0194086_1046 Ga0194086_10469 0.51 133656.assembled.gff
Ga0194086_1046 Ga0194086_104610 0.601 133656.assembled.gff
Ga0194086_1047 Ga0194086_10471 0.539 133656.assembled.gff
Ga0194086_1047 Ga0194086_10472 0.544 133656.assembled.gff
Ga0194086_1047 Ga0194086_10473 0.522 133656.assembled.gff
Ga0194086_1047 Ga0194086_10474 0.488 133656.assembled.gff
Ga0194086_1047 Ga0194086_10475 0.564 133656.assembled.gff
Ga0194086_1048 Ga0194086_10481 0.687 133656.assembled.gff
Ga0194086_1048 Ga0194086_10482 0.694 133656.assembled.gff
Ga0194086_1048 Ga0194086_10483 0.655 133656.assembled.gff
Ga0194086_1048 Ga0194086_10484 0.661 133656.assembled.gff
Ga0194086_1048 Ga0194086_10485 0.65 133656.assembled.gff
Ga0194086_1049 Ga0194086_10491 0.623 133656.assembled.gff
Ga0194086_1049 Ga0194086_10492 0.588 133656.assembled.gff
Ga0194086_1049 Ga0194086_10493 0.596 133656.assembled.gff
Ga0194086_1049 Ga0194086_10494 0.573 133656.assembled.gff
Ga0194086_1049 Ga0194086_10495 0.579 133656.assembled.gff
Ga0194086_1050 Ga0194086_10501 0.604 133656.assembled.gff
Ga0194086_1050 Ga0194086_10502 0.589 133656.assembled.gff
Ga0194086_1050 Ga0194086_10503 0.477 133656.assembled.gff
Ga0194086_1050 Ga0194086_10504 0.616 133656.assembled.gff
Ga0194086_1050 Ga0194086_10505 0.595 133656.assembled.gff
Ga0194086_1051 Ga0194086_10511 0.61 133656.assembled.gff
Ga0194086_1051 Ga0194086_10512 0.672 133656.assembled.gff
Ga0194086_1051 Ga0194086_10513 0.607 133656.assembled.gff
Ga0194086_1051 Ga0194086_10514 0.618 133656.assembled.gff
Ga0194086_1051 Ga0194086_10515 0.622 133656.assembled.gff
Ga0194086_1052 Ga0194086_10521 0.657 133656.assembled.gff
Ga0194086_1052 Ga0194086_10522 0.613 133656.assembled.gff
Ga0194086_1052 Ga0194086_10523 0.653 133656.assembled.gff
Ga0194086_1052 Ga0194086_10524 0.594 133656.assembled.gff
Ga0194086_1053 Ga0194086_10531 0.571 133656.assembled.gff
Ga0194086_1053 Ga0194086_10532 0.613 133656.assembled.gff
Ga0194086_1053 Ga0194086_10533 0.565 133656.assembled.gff
Ga0194086_1053 Ga0194086_10534 0.55 133656.assembled.gff
Ga0194086_1053 Ga0194086_10535 0.576 133656.assembled.gff
Ga0194086_1053 Ga0194086_10536 0.581 133656.assembled.gff
Ga0194086_1053 Ga0194086_10537 0.641 133656.assembled.gff
Ga0194086_1054 Ga0194086_10541 0.624 133656.assembled.gff
Ga0194086_1054 Ga0194086_10542 0.646 133656.assembled.gff
Ga0194086_1054 Ga0194086_10543 0.671 133656.assembled.gff
Ga0194086_1054 Ga0194086_10544 0.642 133656.assembled.gff
Ga0194086_1054 Ga0194086_10545 0.617 133656.assembled.gff
Ga0194086_1055 Ga0194086_10551 0.59 133656.assembled.gff
Ga0194086_1055 Ga0194086_10552 0.613 133656.assembled.gff
Ga0194086_1055 Ga0194086_10553 0.622 133656.assembled.gff
Ga0194086_1055 Ga0194086_10554 0.622 133656.assembled.gff
Ga0194086_1055 Ga0194086_10555 0.64 133656.assembled.gff
Ga0194086_1055 Ga0194086_10556 0.62 133656.assembled.gff
Ga0194086_1055 Ga0194086_10557 0.563 133656.assembled.gff
Ga0194086_1055 Ga0194086_10558 0.617 133656.assembled.gff
Ga0194086_1056 Ga0194086_10561 0.644 133656.assembled.gff
Ga0194086_1056 Ga0194086_10562 0.587 133656.assembled.gff
Ga0194086_1056 Ga0194086_10563 0.605 133656.assembled.gff
Ga0194086_1056 Ga0194086_10564 0.613 133656.assembled.gff
Ga0194086_1057 Ga0194086_10571 0.605 133656.assembled.gff
Ga0194086_1057 Ga0194086_10572 0.623 133656.assembled.gff
Ga0194086_1057 Ga0194086_10573 0.619 133656.assembled.gff
Ga0194086_1057 Ga0194086_10574 0.57 133656.assembled.gff
Ga0194086_1057 Ga0194086_10575 0.581 133656.assembled.gff
Ga0194086_1058 Ga0194086_10581 0.62 133656.assembled.gff
Ga0194086_1058 Ga0194086_10582 0.623 133656.assembled.gff
Ga0194086_1059 Ga0194086_10591 0.602 133656.assembled.gff
Ga0194086_1059 Ga0194086_10592 0.591 133656.assembled.gff
Ga0194086_1059 Ga0194086_10593 0.566 133656.assembled.gff
Ga0194086_1059 Ga0194086_10594 0.629 133656.assembled.gff
Ga0194086_1059 Ga0194086_10595 0.542 133656.assembled.gff
Ga0194086_1060 Ga0194086_10601 0.643 133656.assembled.gff
Ga0194086_1060 Ga0194086_10602 0.662 133656.assembled.gff
Ga0194086_1060 Ga0194086_10603 0.567 133656.assembled.gff
Ga0194086_1060 Ga0194086_10604 0.653 133656.assembled.gff
Ga0194086_1060 Ga0194086_10605 0.614 133656.assembled.gff
Ga0194086_1061 Ga0194086_10611 0.672 133656.assembled.gff
Ga0194086_1061 Ga0194086_10612 0.592 133656.assembled.gff
Ga0194086_1061 Ga0194086_10613 0.589 133656.assembled.gff
Ga0194086_1061 Ga0194086_10614 0.647 133656.assembled.gff
Ga0194086_1061 Ga0194086_10615 0.66 133656.assembled.gff
Ga0194086_1061 Ga0194086_10616 0.585 133656.assembled.gff
Ga0194086_1062 Ga0194086_10621 0.6 133656.assembled.gff
Ga0194086_1062 Ga0194086_10622 0.602 133656.assembled.gff
Ga0194086_1062 Ga0194086_10623 0.618 133656.assembled.gff
Ga0194086_1062 Ga0194086_10624 0.648 133656.assembled.gff
Ga0194086_1063 Ga0194086_10631 0.584 133656.assembled.gff
Ga0194086_1063 Ga0194086_10632 0.582 133656.assembled.gff
Ga0194086_1063 Ga0194086_10633 0.563 133656.assembled.gff
Ga0194086_1063 Ga0194086_10634 0.503 133656.assembled.gff
Ga0194086_1063 Ga0194086_10635 0.619 133656.assembled.gff
Ga0194086_1063 Ga0194086_10636 0.588 133656.assembled.gff
Ga0194086_1063 Ga0194086_10637 0.586 133656.assembled.gff
Ga0194086_1063 Ga0194086_10638 0.556 133656.assembled.gff
Ga0194086_1063 Ga0194086_10639 0.572 133656.assembled.gff
Ga0194086_1063 Ga0194086_106310 0.654 133656.assembled.gff
Ga0194086_1063 Ga0194086_106311 0.609 133656.assembled.gff
Ga0194086_1063 Ga0194086_106312 0.625 133656.assembled.gff
Ga0194086_1064 Ga0194086_10641 0.603 133656.assembled.gff
Ga0194086_1064 Ga0194086_10642 0.667 133656.assembled.gff
Ga0194086_1064 Ga0194086_10643 0.614 133656.assembled.gff
Ga0194086_1064 Ga0194086_10644 0.651 133656.assembled.gff
Ga0194086_1064 Ga0194086_10645 0.632 133656.assembled.gff
Ga0194086_1064 Ga0194086_10647 0.585 133656.assembled.gff
Ga0194086_1065 Ga0194086_10652 0.586 133656.assembled.gff
Ga0194086_1065 Ga0194086_10653 0.627 133656.assembled.gff
Ga0194086_1065 Ga0194086_10654 0.58 133656.assembled.gff
Ga0194086_1065 Ga0194086_10655 0.592 133656.assembled.gff
Ga0194086_1065 Ga0194086_10656 0.608 133656.assembled.gff
Ga0194086_1065 Ga0194086_10657 0.579 133656.assembled.gff
Ga0194086_1065 Ga0194086_10658 0.574 133656.assembled.gff
Ga0194086_1065 Ga0194086_10659 0.582 133656.assembled.gff
Ga0194086_1065 Ga0194086_106510 0.655 133656.assembled.gff
Ga0194086_1065 Ga0194086_106511 0.648 133656.assembled.gff
Ga0194086_1065 Ga0194086_106512 0.596 133656.assembled.gff
Ga0194086_1065 Ga0194086_106514 0.596 133656.assembled.gff
Ga0194086_1066 Ga0194086_10661 0.594 133656.assembled.gff
Ga0194086_1066 Ga0194086_10662 0.519 133656.assembled.gff
Ga0194086_1066 Ga0194086_10663 0.551 133656.assembled.gff
Ga0194086_1066 Ga0194086_10664 0.57 133656.assembled.gff
Ga0194086_1067 Ga0194086_10671 0.61 133656.assembled.gff
Ga0194086_1067 Ga0194086_10672 0.591 133656.assembled.gff
Ga0194086_1067 Ga0194086_10673 0.574 133656.assembled.gff
Ga0194086_1067 Ga0194086_10674 0.633 133656.assembled.gff
Ga0194086_1067 Ga0194086_10675 0.59 133656.assembled.gff
Ga0194086_1067 Ga0194086_10676 0.626 133656.assembled.gff
Ga0194086_1067 Ga0194086_10677 0.617 133656.assembled.gff
Ga0194086_1068 Ga0194086_10681 0.608 133656.assembled.gff
Ga0194086_1068 Ga0194086_10682 0.583 133656.assembled.gff
Ga0194086_1068 Ga0194086_10683 0.605 133656.assembled.gff
Ga0194086_1068 Ga0194086_10684 0.59 133656.assembled.gff
Ga0194086_1069 Ga0194086_10691 0.621 133656.assembled.gff
Ga0194086_1069 Ga0194086_10692 0.619 133656.assembled.gff
Ga0194086_1069 Ga0194086_10693 0.648 133656.assembled.gff
Ga0194086_1069 Ga0194086_10694 0.645 133656.assembled.gff
Ga0194086_1069 Ga0194086_10695 0.658 133656.assembled.gff
Ga0194086_1069 Ga0194086_10696 0.6 133656.assembled.gff
Ga0194086_1070 Ga0194086_10701 0.592 133656.assembled.gff
Ga0194086_1070 Ga0194086_10702 0.619 133656.assembled.gff
Ga0194086_1070 Ga0194086_10703 0.674 133656.assembled.gff
Ga0194086_1070 Ga0194086_10704 0.622 133656.assembled.gff
Ga0194086_1070 Ga0194086_10705 0.66 133656.assembled.gff
Ga0194086_1070 Ga0194086_10706 0.633 133656.assembled.gff
Ga0194086_1070 Ga0194086_10707 0.608 133656.assembled.gff
Ga0194086_1070 Ga0194086_10708 0.62 133656.assembled.gff
Ga0194086_1070 Ga0194086_10709 0.648 133656.assembled.gff
Ga0194086_1070 Ga0194086_107010 0.594 133656.assembled.gff
Ga0194086_1070 Ga0194086_107011 0.638 133656.assembled.gff
Ga0194086_1070 Ga0194086_107012 0.637 133656.assembled.gff
Ga0194086_1070 Ga0194086_107013 0.621 133656.assembled.gff
Ga0194086_1071 Ga0194086_10711 0.656 133656.assembled.gff
Ga0194086_1071 Ga0194086_10712 0.578 133656.assembled.gff
Ga0194086_1071 Ga0194086_10713 0.605 133656.assembled.gff
Ga0194086_1071 Ga0194086_10714 0.629 133656.assembled.gff
Ga0194086_1072 Ga0194086_10721 0.562 133656.assembled.gff
Ga0194086_1072 Ga0194086_10722 0.567 133656.assembled.gff
Ga0194086_1072 Ga0194086_10723 0.588 133656.assembled.gff
Ga0194086_1072 Ga0194086_10724 0.585 133656.assembled.gff
Ga0194086_1072 Ga0194086_10725 0.532 133656.assembled.gff
Ga0194086_1072 Ga0194086_10726 0.59 133656.assembled.gff
Ga0194086_1073 Ga0194086_10731 0.617 133656.assembled.gff
Ga0194086_1073 Ga0194086_10732 0.603 133656.assembled.gff
Ga0194086_1073 Ga0194086_10734 0.596 133656.assembled.gff
Ga0194086_1073 Ga0194086_10735 0.588 133656.assembled.gff
Ga0194086_1073 Ga0194086_10736 0.622 133656.assembled.gff
Ga0194086_1074 Ga0194086_10741 0.601 133656.assembled.gff
Ga0194086_1074 Ga0194086_10742 0.618 133656.assembled.gff
Ga0194086_1074 Ga0194086_10743 0.658 133656.assembled.gff
Ga0194086_1074 Ga0194086_10744 0.562 133656.assembled.gff
Ga0194086_1074 Ga0194086_10745 0.597 133656.assembled.gff
Ga0194086_1074 Ga0194086_10747 0.617 133656.assembled.gff
Ga0194086_1074 Ga0194086_10748 0.671 133656.assembled.gff
Ga0194086_1074 Ga0194086_10749 0.684 133656.assembled.gff
Ga0194086_1075 Ga0194086_10751 0.623 133656.assembled.gff
