,Position,Fa13.BD.MM15.DN.MAG6-A,Fa13.BD.MM15.DN.MAG6-C,Fa13.BD.MM15.DN.MAG6-G,Fa13.BD.MM15.DN.MAG6-T,Sp13.BD.MM110.DD.MAG6-A,Sp13.BD.MM110.DD.MAG6-C,Sp13.BD.MM110.DD.MAG6-G,Sp13.BD.MM110.DD.MAG6-T,Fa13.BD.MM110.SN.MAG6-A,Fa13.BD.MM110.SN.MAG6-C,Fa13.BD.MM110.SN.MAG6-G,Fa13.BD.MM110.SN.MAG6-T,Sp13.BD.MLB.SN.MAG6-A,Sp13.BD.MLB.SN.MAG6-C,Sp13.BD.MLB.SN.MAG6-G,Sp13.BD.MLB.SN.MAG6-T,Su13.BD.MLB.SD.C.MAG6-A,Su13.BD.MLB.SD.C.MAG6-C,Su13.BD.MLB.SD.C.MAG6-G,Su13.BD.MLB.SD.C.MAG6-T,Sp13.BD.MM110.SN.MAG6-A,Sp13.BD.MM110.SN.MAG6-C,Sp13.BD.MM110.SN.MAG6-G,Sp13.BD.MM110.SN.MAG6-T,Su13.BD.MM110.DN.MAG6-A,Su13.BD.MM110.DN.MAG6-C,Su13.BD.MM110.DN.MAG6-G,Su13.BD.MM110.DN.MAG6-T,Su13.BD.MM15.DN.MAG6-A,Su13.BD.MM15.DN.MAG6-C,Su13.BD.MM15.DN.MAG6-G,Su13.BD.MM15.DN.MAG6-T,Fa13.BD.MLB.SN.MAG6-A,Fa13.BD.MLB.SN.MAG6-C,Fa13.BD.MLB.SN.MAG6-G,Fa13.BD.MLB.SN.MAG6-T,Su13.BD.MM15.SN.C.MAG6-A,Su13.BD.MM15.SN.C.MAG6-C,Su13.BD.MM15.SN.C.MAG6-G,Su13.BD.MM15.SN.C.MAG6-T,Su13.BD.MLB.DD.MAG6-A,Su13.BD.MLB.DD.MAG6-C,Su13.BD.MLB.DD.MAG6-G,Su13.BD.MLB.DD.MAG6-T,Sp13.BD.MM15.SD.MAG6-A,Sp13.BD.MM15.SD.MAG6-C,Sp13.BD.MM15.SD.MAG6-G,Sp13.BD.MM15.SD.MAG6-T,Sp13.BD.MM15.SN.MAG6-A,Sp13.BD.MM15.SN.MAG6-C,Sp13.BD.MM15.SN.MAG6-G,Sp13.BD.MM15.SN.MAG6-T,Su13.BD.MM110.SD.MAG6-A,Su13.BD.MM110.SD.MAG6-C,Su13.BD.MM110.SD.MAG6-G,Su13.BD.MM110.SD.MAG6-T,Fa13.BD.MM110.SD.MAG6-A,Fa13.BD.MM110.SD.MAG6-C,Fa13.BD.MM110.SD.MAG6-G,Fa13.BD.MM110.SD.MAG6-T,Fa13.BD.MM15.SD.MAG6-A,Fa13.BD.MM15.SD.MAG6-C,Fa13.BD.MM15.SD.MAG6-G,Fa13.BD.MM15.SD.MAG6-T,Fa13.BD.MM15.SN.MAG6-A,Fa13.BD.MM15.SN.MAG6-C,Fa13.BD.MM15.SN.MAG6-G,Fa13.BD.MM15.SN.MAG6-T,Su13.BD.MM15.SD.MAG6-A,Su13.BD.MM15.SD.MAG6-C,Su13.BD.MM15.SD.MAG6-G,Su13.BD.MM15.SD.MAG6-T,Fa13.BD.MM110.DN.MAG6-A,Fa13.BD.MM110.DN.MAG6-C,Fa13.BD.MM110.DN.MAG6-G,Fa13.BD.MM110.DN.MAG6-T,Fa13.BD.MLB.DN.MAG6-A,Fa13.BD.MLB.DN.MAG6-C,Fa13.BD.MLB.DN.MAG6-G,Fa13.BD.MLB.DN.MAG6-T,Sp13.BD.MM110.SD.MAG6-A,Sp13.BD.MM110.SD.MAG6-C,Sp13.BD.MM110.SD.MAG6-G,Sp13.BD.MM110.SD.MAG6-T,Sp13.BD.MM15.DD.A.MAG6-A,Sp13.BD.MM15.DD.A.MAG6-C,Sp13.BD.MM15.DD.A.MAG6-G,Sp13.BD.MM15.DD.A.MAG6-T,Su13.BD.MM110.SN.C.MAG6-A,Su13.BD.MM110.SN.C.MAG6-C,Su13.BD.MM110.SN.C.MAG6-G,Su13.BD.MM110.SN.C.MAG6-T
contig_20045_1,10,0,0,3,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,27,0,0,0,4,0,0,0,0,0
contig_20045_1,11,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,27,0,0,0,4,0,0,0,0,0
contig_20045_1,12,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,27,0,0,0,4,0,0,0,0,0,0
contig_20045_1,13,3,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,15,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,1,0,1,0,27,0,1,0,3,0,1,0,0,0,0,0
contig_20045_1,14,0,0,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,28,0,0,0,4,0,0,0,0
contig_20045_1,15,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,29,0,0,0,4,0,0,0,0,0,0,0
contig_20045_1,16,0,3,0,0,4,22,2,0,0,0,0,0,0,0,0,0,0,5,0,0,5,11,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,0,2,0,0,6,23,0,0,0,4,0,0,0,0,0,0
contig_20045_1,17,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,29,0,0,0,4,0,0,0,0,0,0,0
contig_20045_1,18,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,6,0,0,0,2,0,0,0,29,0,0,0,5,0,0,0,0,0
contig_20045_1,19,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,29,0,0,0,5,0,0,0,0,0,0
contig_20045_1,20,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0
contig_20045_1,21,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,2,0,0,0,31,0,0,0,5,0,0,0,0
contig_20045_1,22,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,32,0,0,0,5,0,0,0,0,0,0
contig_20045_1,23,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,32,0,0,1,5,0,0,0,0,0,0,0
contig_20045_1,24,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,33,0,0,0,5,0,0,0,0,0,0
contig_20045_1,25,9,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,32,0,1,0,4,0,1,0,0,0,0,0
contig_20045_1,26,0,0,0,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,33,0,0,0,5,0,0,0,0
contig_20045_1,27,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,35,0,0,0,5,0,0,0,0,0,0,0
contig_20045_1,28,9,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,36,0,0,0,5,0,0,0,0,0,0,0
contig_20045_1,29,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,38,0,0,0,5,0,0,0,0,0,0,0
contig_20045_1,30,0,0,0,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,40,0,0,0,5,0,0,0,0
contig_20045_1,31,0,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,4,0,0,0,40,0,0,0,5,0,0,0,0,0
contig_20045_1,32,0,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,4,0,0,0,40,0,0,0,5,0,0,0,0,0
contig_20045_1,33,0,0,9,0,0,0,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,4,0,0,0,40,0,0,0,5,0,0,0,0,0
contig_20045_1,34,0,9,0,0,0,32,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,4,0,0,0,42,1,0,0,5,0,0,0,0,0,0
contig_20045_1,35,0,0,0,9,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,4,0,0,0,43,0,0,0,5,0,0,0,0
contig_20045_1,36,0,0,9,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,4,0,0,1,42,0,0,0,8,0,0,0,0,0
contig_20045_1,37,9,0,0,0,31,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,25,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,4,0,0,0,43,1,0,0,7,1,0,0,0,0,0,0
contig_20045_1,38,0,9,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,4,0,0,0,44,0,0,0,8,0,0,0,0,0,0
contig_20045_1,39,0,9,0,0,0,37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,4,0,0,0,46,0,0,0,8,0,0,0,0,0,0
contig_20045_1,40,0,0,9,0,1,2,34,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,1,48,0,0,1,8,0,0,0,0,0
contig_20045_1,41,0,0,11,0,0,0,37,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,51,0,0,0,9,0,0,0,2,0
contig_20045_1,42,0,0,11,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,54,0,0,0,9,0,0,0,2,0
contig_20045_1,43,0,11,0,0,1,37,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,27,0,2,0,0,0,0,0,7,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,12,0,1,0,3,0,2,0,49,0,5,0,9,0,0,0,2,0,0
contig_20045_1,44,0,0,11,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,55,0,0,0,9,0,0,0,2,0
contig_20045_1,45,11,0,0,0,39,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,57,0,0,0,9,0,0,0,2,0,0,0
contig_20045_1,46,0,0,11,0,0,2,39,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,8,0,0,1,2,0,0,0,6,0,0,1,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,1,1,55,0,0,1,8,0,0,0,2,0
contig_20045_1,47,12,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,57,0,0,0,9,0,0,0,2,0,0,0
contig_20045_1,48,0,0,12,0,2,0,41,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,5,0,1,0,57,0,1,0,8,0,0,0,2,0
contig_20045_1,49,0,12,0,0,2,43,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,30,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,14,0,0,1,4,0,0,2,57,0,0,1,8,0,0,0,2,0,0
contig_20045_1,50,0,0,12,0,0,0,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,5,0,0,0,59,0,0,0,10,0,0,0,2,0
