,Position,0,1,2,3,4,5,6,7,8,9,10,11
contig_18577_69,68,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,75,0.052,0.0,0.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,79,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,81,0.0,0.016,0.984,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,86,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,93,0.0,0.976,0.0,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,120,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,162,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,165,0.0,0.664,0.0,0.336,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,166,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,178,0.0,0.0,0.832,0.168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,180,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,198,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,199,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,210,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,213,0.6,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,216,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,222,0.3,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,229,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,237,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,294,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,300,0.0,0.032,0.968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,351,0.12,0.0,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,360,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,366,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,369,0.0,0.324,0.0,0.676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,370,0.0,0.668,0.0,0.332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,372,0.0,0.0,0.86,0.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,375,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,378,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,384,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,393,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,397,0.0,0.736,0.0,0.264,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,399,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,411,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18577_69,414,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,415,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,417,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18577_69,420,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,423,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18577_69,426,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,435,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,438,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18577_69,441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,444,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18577_69,468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18577_69,480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,483,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,486,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18577_69,492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18577_69,495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,504,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,508,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,516,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,522,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,528,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,529,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,531,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,537,0.0,0.956,0.0,0.044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,540,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,558,0.0,0.556,0.0,0.444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,570,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,573,0.0,0.824,0.0,0.176,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,579,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,585,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,589,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,591,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,597,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18577_69,612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,690,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,696,0.08,0.0,0.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,699,0.968,0.0,0.032,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18577_69,708,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,712,0.0,0.12,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18577_69,714,0.0,0.0,0.02,0.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18577_69,720,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,28,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18628_12,49,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,54,0.0,0.0,0.68,0.32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,147,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,160,0.0,0.0,0.008,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18628_12,280,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,286,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,320,0.0,0.328,0.008,0.664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,322,0.064,0.936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,397,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,405,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_18628_12,414,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,427,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,466,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18628_12,497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,544,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,585,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,699,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,778,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,792,0.544,0.0,0.0,0.456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,793,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,802,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,805,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,808,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,815,0.764,0.0,0.236,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,817,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,820,0.012,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,822,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,828,0.0,0.0,0.032,0.968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,833,0.972,0.0,0.0,0.028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,838,0.0,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,840,0.016,0.984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,844,0.0,0.88,0.12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,856,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,857,0.0,0.0,0.924,0.076,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,858,0.0,0.92,0.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,865,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,871,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,877,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,880,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18628_12,895,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,900,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,1003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1012,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,1013,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,1015,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1018,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18628_12,1024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,1027,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1033,0.032,0.0,0.968,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1042,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18628_12,1045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18628_12,1046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,1047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18628_12,1048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18628_12,1057,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1060,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1061,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18628_12,1066,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_18628_12,1069,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18628_12,1073,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
