,Position,Fa13.BD.MM15.DN.MAG6-A,Fa13.BD.MM15.DN.MAG6-C,Fa13.BD.MM15.DN.MAG6-G,Fa13.BD.MM15.DN.MAG6-T,Sp13.BD.MM110.DD.MAG6-A,Sp13.BD.MM110.DD.MAG6-C,Sp13.BD.MM110.DD.MAG6-G,Sp13.BD.MM110.DD.MAG6-T,Fa13.BD.MM110.SN.MAG6-A,Fa13.BD.MM110.SN.MAG6-C,Fa13.BD.MM110.SN.MAG6-G,Fa13.BD.MM110.SN.MAG6-T,Sp13.BD.MLB.SN.MAG6-A,Sp13.BD.MLB.SN.MAG6-C,Sp13.BD.MLB.SN.MAG6-G,Sp13.BD.MLB.SN.MAG6-T,Su13.BD.MLB.SD.C.MAG6-A,Su13.BD.MLB.SD.C.MAG6-C,Su13.BD.MLB.SD.C.MAG6-G,Su13.BD.MLB.SD.C.MAG6-T,Sp13.BD.MM110.SN.MAG6-A,Sp13.BD.MM110.SN.MAG6-C,Sp13.BD.MM110.SN.MAG6-G,Sp13.BD.MM110.SN.MAG6-T,Su13.BD.MM110.DN.MAG6-A,Su13.BD.MM110.DN.MAG6-C,Su13.BD.MM110.DN.MAG6-G,Su13.BD.MM110.DN.MAG6-T,Su13.BD.MM15.DN.MAG6-A,Su13.BD.MM15.DN.MAG6-C,Su13.BD.MM15.DN.MAG6-G,Su13.BD.MM15.DN.MAG6-T,Fa13.BD.MLB.SN.MAG6-A,Fa13.BD.MLB.SN.MAG6-C,Fa13.BD.MLB.SN.MAG6-G,Fa13.BD.MLB.SN.MAG6-T,Su13.BD.MM15.SN.C.MAG6-A,Su13.BD.MM15.SN.C.MAG6-C,Su13.BD.MM15.SN.C.MAG6-G,Su13.BD.MM15.SN.C.MAG6-T,Su13.BD.MLB.DD.MAG6-A,Su13.BD.MLB.DD.MAG6-C,Su13.BD.MLB.DD.MAG6-G,Su13.BD.MLB.DD.MAG6-T,Sp13.BD.MM15.SD.MAG6-A,Sp13.BD.MM15.SD.MAG6-C,Sp13.BD.MM15.SD.MAG6-G,Sp13.BD.MM15.SD.MAG6-T,Sp13.BD.MM15.SN.MAG6-A,Sp13.BD.MM15.SN.MAG6-C,Sp13.BD.MM15.SN.MAG6-G,Sp13.BD.MM15.SN.MAG6-T,Su13.BD.MM110.SD.MAG6-A,Su13.BD.MM110.SD.MAG6-C,Su13.BD.MM110.SD.MAG6-G,Su13.BD.MM110.SD.MAG6-T,Fa13.BD.MM110.SD.MAG6-A,Fa13.BD.MM110.SD.MAG6-C,Fa13.BD.MM110.SD.MAG6-G,Fa13.BD.MM110.SD.MAG6-T,Fa13.BD.MM15.SD.MAG6-A,Fa13.BD.MM15.SD.MAG6-C,Fa13.BD.MM15.SD.MAG6-G,Fa13.BD.MM15.SD.MAG6-T,Fa13.BD.MM15.SN.MAG6-A,Fa13.BD.MM15.SN.MAG6-C,Fa13.BD.MM15.SN.MAG6-G,Fa13.BD.MM15.SN.MAG6-T,Su13.BD.MM15.SD.MAG6-A,Su13.BD.MM15.SD.MAG6-C,Su13.BD.MM15.SD.MAG6-G,Su13.BD.MM15.SD.MAG6-T,Fa13.BD.MM110.DN.MAG6-A,Fa13.BD.MM110.DN.MAG6-C,Fa13.BD.MM110.DN.MAG6-G,Fa13.BD.MM110.DN.MAG6-T,Fa13.BD.MLB.DN.MAG6-A,Fa13.BD.MLB.DN.MAG6-C,Fa13.BD.MLB.DN.MAG6-G,Fa13.BD.MLB.DN.MAG6-T,Sp13.BD.MM110.SD.MAG6-A,Sp13.BD.MM110.SD.MAG6-C,Sp13.BD.MM110.SD.MAG6-G,Sp13.BD.MM110.SD.MAG6-T,Sp13.BD.MM15.DD.A.MAG6-A,Sp13.BD.MM15.DD.A.MAG6-C,Sp13.BD.MM15.DD.A.MAG6-G,Sp13.BD.MM15.DD.A.MAG6-T,Su13.BD.MM110.SN.C.MAG6-A,Su13.BD.MM110.SN.C.MAG6-C,Su13.BD.MM110.SN.C.MAG6-G,Su13.BD.MM110.SN.C.MAG6-T
contig_20045_1,49,0,12,0,0,2,43,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,30,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,14,0,0,1,4,0,0,2,57,0,0,1,8,0,0,0,2,0,0
contig_20045_1,52,5,0,7,0,9,0,39,0,0,0,0,0,0,0,1,0,0,0,2,0,12,0,22,0,0,0,0,0,4,0,5,0,0,0,3,0,2,0,4,0,0,0,1,0,3,0,7,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,1,0,6,0,8,0,0,0,5,0,15,0,45,0,2,0,8,0,0,0,2,0
contig_20045_1,55,11,1,0,0,50,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,34,0,0,0,0,0,0,0,10,0,0,0,2,1,0,0,7,0,0,0,0,1,0,0,10,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,15,0,0,0,5,0,0,0,61,0,0,0,10,0,0,0,2,0,0,0
contig_20045_1,58,0,0,13,0,2,1,49,0,0,0,0,0,0,0,2,0,1,0,2,0,2,0,35,0,0,0,0,0,2,0,8,0,1,0,2,0,0,0,7,0,1,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,14,0,0,0,5,0,5,0,61,0,1,0,9,0,0,0,2,0
contig_20045_1,64,0,11,0,1,0,53,0,2,0,0,0,0,0,4,0,0,0,2,0,3,0,38,0,0,0,0,0,0,0,10,0,0,0,3,0,3,0,3,0,0,0,0,0,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,17,0,0,0,5,0,0,0,68,0,2,0,10,0,1,0,0,0,0
contig_20045_1,67,0,1,11,0,0,0,57,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,38,0,0,0,0,0,0,0,10,0,0,2,4,0,0,0,3,0,0,1,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,17,0,0,0,5,0,0,0,70,0,0,0,11,0,0,0,0,0
contig_20045_1,79,0,0,10,0,2,0,62,0,0,0,0,0,0,0,6,0,0,0,5,0,2,0,41,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,4,0,0,0,2,0,1,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,4,0,16,0,0,0,6,0,9,0,67,0,3,0,8,0,0,0,0,0
contig_20045_1,91,11,0,0,0,37,0,28,0,0,0,0,0,2,0,3,0,3,0,2,0,25,0,22,0,0,0,0,0,8,0,5,0,5,0,0,2,4,0,0,0,1,0,0,2,7,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,14,0,11,0,3,0,3,0,54,0,29,0,6,0,5,0,0,0,0,0
contig_20045_1,92,0,0,11,0,0,6,59,0,0,0,0,0,0,3,2,0,0,2,3,0,0,2,45,0,0,0,0,0,0,4,9,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,10,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,4,20,0,0,0,6,0,0,5,80,0,0,0,11,0,0,0,0,0
contig_20045_1,103,0,0,12,0,2,6,57,0,0,0,1,0,0,1,4,0,0,0,5,0,1,2,46,0,0,0,0,0,2,4,9,0,0,0,8,0,0,1,5,0,0,0,4,0,1,0,10,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,2,0,1,4,21,0,0,0,6,0,3,5,88,0,0,0,10,0,0,0,0,0
contig_20045_1,106,0,12,0,0,0,64,0,1,0,1,0,0,1,4,0,0,0,5,0,0,0,46,0,3,0,0,0,0,0,15,0,0,0,9,0,0,0,6,0,0,0,4,0,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,27,0,0,0,6,0,0,3,95,0,0,0,10,0,0,0,0,0,0
contig_20045_1,109,0,10,0,0,1,64,0,1,1,0,0,0,2,3,0,0,0,5,0,0,0,48,1,1,0,0,0,0,0,15,0,0,0,8,0,2,0,6,0,0,0,4,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,2,0,0,0,28,0,0,0,4,0,2,0,101,0,2,0,10,0,0,0,0,0,0
contig_20045_1,115,0,10,0,0,0,68,0,0,1,0,0,0,1,2,1,1,0,7,0,0,0,49,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,6,0,0,0,4,0,0,1,16,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,0,2,0,0,0,29,0,0,0,6,0,0,1,100,0,4,0,11,0,0,0,0,0,0
contig_20045_1,144,0,0,0,8,0,0,1,67,0,0,0,1,0,0,0,7,0,0,1,8,0,0,0,59,0,0,0,0,0,0,1,14,0,0,0,15,0,0,0,7,0,0,0,5,0,0,0,19,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,34,0,0,0,9,0,0,1,112,0,0,1,15,0,0,0,0
contig_20045_1,145,0,0,8,0,6,0,65,0,1,0,0,0,0,1,6,0,0,2,7,0,3,0,56,0,0,0,0,0,1,0,14,0,0,0,15,0,0,1,6,0,0,0,5,0,2,0,17,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,1,0,0,0,34,0,2,0,7,0,3,0,110,0,0,0,16,0,0,0,0,0
contig_20045_1,148,0,0,8,0,1,2,66,1,0,0,1,0,1,0,5,1,0,0,8,1,1,2,56,0,0,0,0,0,0,1,13,0,4,0,8,4,0,0,7,0,0,0,4,1,0,0,18,1,0,4,14,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,1,0,0,0,34,0,0,2,7,0,3,2,105,3,1,0,16,2,0,0,0,0
contig_20045_1,151,5,0,4,0,63,0,3,1,0,0,1,0,8,0,0,0,4,0,4,1,61,0,1,0,0,0,0,0,15,0,0,0,9,0,4,4,6,0,1,0,4,0,0,1,16,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,1,0,0,0,33,0,0,0,8,0,0,1,101,0,5,3,16,0,1,2,0,0,0,0
contig_20045_1,154,0,8,0,1,0,62,1,5,0,1,0,0,0,9,0,0,0,9,0,0,0,59,0,2,0,0,0,0,0,14,0,0,0,15,2,0,0,7,0,0,0,5,0,0,0,15,0,2,0,18,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,29,0,4,0,7,1,0,0,107,0,3,0,19,0,0,0,0,0,0
contig_20045_1,157,7,0,2,0,64,0,4,0,1,0,0,0,6,1,2,0,4,0,5,0,55,2,4,0,0,0,0,0,14,0,1,0,11,0,6,0,6,0,1,0,4,0,1,0,16,0,1,0,14,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,1,0,0,0,33,0,0,0,5,0,3,0,102,1,5,0,15,0,2,0,0,0,0,0
contig_20045_1,160,0,9,0,0,0,68,1,0,0,0,1,0,0,7,2,0,0,8,1,0,0,63,0,0,0,0,0,0,0,15,0,0,0,13,4,0,0,7,0,0,0,4,1,0,0,17,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,36,0,0,0,7,1,0,0,105,3,0,0,15,2,0,0,0,0,0
contig_20045_1,162,11,0,0,0,69,0,0,0,0,1,0,0,6,3,0,0,9,0,0,0,61,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,7,0,0,0,5,0,0,0,21,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,35,0,0,0,7,0,0,0,109,0,0,0,17,0,0,0,0,0,0,0
contig_20045_1,166,2,0,10,0,3,0,66,0,0,0,1,0,5,0,4,0,1,0,8,0,3,0,58,0,0,0,0,0,1,0,14,0,13,0,6,0,1,0,6,0,5,0,0,0,1,0,21,0,6,0,14,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,4,0,0,0,1,0,0,0,35,0,6,0,2,0,8,0,100,0,3,0,14,0,0,0,0,0
contig_20045_1,169,0,0,12,0,0,1,71,0,0,1,0,0,0,2,8,0,0,4,5,0,0,0,60,0,0,0,0,0,0,0,13,0,0,0,19,0,0,0,7,0,0,0,5,0,0,0,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,1,0,0,0,35,0,0,0,8,0,0,0,110,0,0,0,14,0,0,0,0,0
contig_20045_1,171,0,0,12,0,0,0,73,0,1,0,0,0,1,0,9,0,4,0,5,0,0,0,60,0,0,0,0,0,0,0,13,0,0,0,18,0,0,0,7,0,0,0,6,0,0,0,20,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,1,0,0,0,35,0,0,0,10,0,0,0,110,0,0,0,14,0,0,0,0,0
contig_20045_1,172,0,12,0,0,0,73,0,0,0,1,0,0,0,10,0,0,0,7,0,2,0,60,0,0,0,0,0,0,0,13,0,0,0,13,0,5,0,6,0,1,0,2,0,4,0,20,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,1,0,0,0,35,0,0,0,8,0,2,0,110,0,0,0,14,0,0,0,0,0,0
contig_20045_1,175,0,0,10,0,0,3,71,0,1,0,0,0,0,1,8,0,0,0,10,0,0,2,58,0,0,0,0,0,0,1,11,0,0,0,19,0,0,1,6,0,0,0,6,0,0,0,20,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,1,0,0,0,34,0,0,4,5,0,0,2,111,0,0,0,14,0,0,0,0,0
contig_20045_1,178,8,2,0,0,63,9,0,1,1,0,0,0,1,6,1,0,0,4,4,0,55,3,0,3,0,0,0,0,9,3,0,0,4,15,0,0,3,2,0,0,0,6,0,0,16,3,0,0,16,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,2,0,0,1,0,0,0,29,3,0,0,7,4,0,0,98,12,0,0,11,2,0,1,0,0,0,0
contig_20045_1,183,0,0,9,0,2,0,69,0,0,0,2,0,2,0,6,0,3,0,4,0,0,0,61,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,4,0,0,0,6,0,1,0,17,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,32,0,0,0,11,0,0,0,107,0,0,0,13,0,0,0,0,0
contig_20045_1,184,0,0,11,0,1,0,68,0,0,0,4,0,0,0,8,0,0,0,7,0,1,0,61,0,0,0,0,0,0,0,12,0,4,0,14,0,1,0,4,0,0,0,6,0,0,0,18,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,1,0,0,0,32,0,1,0,10,0,5,0,100,0,1,0,12,0,0,0,0,0
contig_20045_1,185,0,0,0,12,0,0,3,63,0,0,0,4,0,0,0,8,0,0,0,7,0,0,0,59,0,0,0,0,0,0,1,11,0,0,0,18,0,0,0,5,0,0,0,6,0,0,1,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,0,1,30,0,0,0,11,0,0,1,100,0,0,2,11,0,0,0,0
contig_20045_1,187,0,12,0,0,0,62,1,2,0,2,0,2,1,7,0,0,3,4,0,0,0,56,1,2,0,0,0,0,0,10,0,1,0,16,3,0,0,5,0,0,0,6,0,0,0,17,0,0,0,15,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,1,0,0,0,27,0,0,0,8,1,0,0,96,5,2,0,9,1,0,0,0,0,0
contig_20045_1,190,0,0,13,0,1,2,57,0,1,0,3,0,0,3,5,0,0,0,7,0,7,0,51,0,0,0,0,0,1,0,10,0,0,0,20,0,0,1,4,0,0,0,6,0,0,1,16,0,4,2,16,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,1,0,0,0,31,0,0,0,9,0,4,0,99,0,0,0,10,0,0,0,0,0
contig_20045_1,192,0,13,0,0,4,55,0,0,0,4,0,0,3,5,0,0,0,7,0,0,2,56,0,0,0,0,0,0,1,10,0,0,0,20,0,0,1,5,0,0,0,5,0,1,1,17,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,1,0,0,0,31,0,0,2,6,0,0,2,99,0,0,0,10,0,0,0,0,0,0
contig_20045_1,193,0,0,0,13,0,2,0,60,0,2,0,2,0,0,0,22,0,0,0,7,0,2,0,57,0,0,0,0,0,1,0,10,0,0,0,20,0,1,0,5,0,0,0,6,0,0,0,19,0,3,0,20,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,1,0,0,0,31,0,0,0,8,0,2,0,99,0,0,0,16,0,0,0,0
contig_20045_1,196,9,0,4,0,46,0,17,0,3,0,0,1,24,0,0,0,7,0,0,0,43,0,19,0,0,0,0,0,7,1,3,0,19,0,1,0,4,0,1,1,6,0,0,0,14,0,5,0,17,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,18,0,13,1,8,0,0,0,69,0,31,0,13,0,2,0,0,0,0,0
contig_20045_1,199,0,0,13,0,8,0,54,0,0,0,4,0,4,0,20,0,0,0,7,0,7,1,56,0,0,0,0,0,2,0,9,0,0,0,21,0,0,0,6,0,0,0,5,0,1,0,18,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,1,0,1,0,2,0,35,0,0,0,6,0,6,0,98,0,0,0,15,0,0,0,0,0
contig_20045_1,205,0,17,0,0,1,64,1,0,0,4,0,0,4,22,0,0,0,5,0,0,0,61,2,0,0,0,0,0,0,9,1,0,0,22,0,0,0,4,1,0,0,7,0,0,0,19,0,0,1,21,3,0,0,0,0,0,0,0,0,0,4,2,0,0,1,5,1,0,0,3,0,0,6,31,0,0,0,7,2,0,0,100,2,0,0,15,0,0,0,0,0,0
contig_20045_1,208,0,3,0,13,0,3,0,63,0,0,0,3,0,4,0,22,0,4,0,0,0,3,0,59,0,0,0,0,0,0,0,12,0,18,0,4,0,3,0,2,0,5,0,2,0,0,0,19,0,5,0,23,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,4,0,0,0,3,0,10,0,30,0,8,0,3,0,10,0,92,0,3,0,12,0,0,0,0
contig_20045_1,214,0,0,15,0,2,0,62,0,0,0,3,0,11,0,15,0,0,0,4,0,0,0,60,0,0,0,0,0,0,0,12,0,0,0,22,0,0,0,6,0,0,0,7,0,0,0,20,0,1,0,27,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,7,0,0,0,3,0,0,2,36,0,0,0,11,0,0,0,99,0,3,0,11,0,0,0,0,0
contig_20045_1,217,0,15,0,0,0,62,0,1,0,3,0,0,0,18,4,4,0,2,2,0,0,61,0,1,0,0,0,0,0,12,0,0,0,23,0,0,0,6,0,0,0,6,1,0,1,18,0,1,0,26,1,1,0,0,0,0,0,0,2,0,0,2,4,0,0,5,2,0,0,3,0,0,0,27,9,2,0,11,0,0,0,99,0,1,0,13,0,1,0,0,0,0
contig_20045_1,220,0,0,0,16,0,0,0,63,0,0,0,3,0,0,0,26,0,0,0,4,0,0,0,63,0,0,0,0,0,0,0,14,0,0,0,23,0,0,0,6,0,0,0,5,0,0,0,20,0,2,0,25,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,8,0,0,0,3,0,9,0,30,0,4,0,7,0,0,0,98,0,0,0,14,0,0,0,0
