,Position,0,1,2,3,4,5,6,7
contig_20045_1,319,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,320,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,322,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,324,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,325,0.968,0.032,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,328,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,337,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,340,0.172,0.0,0.828,0.0,0.0,1.0,0.0,0.0
contig_20045_1,346,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,349,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,351,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0
contig_20045_1,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,360,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,364,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,367,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,370,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,373,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,394,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0
contig_20045_1,397,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,398,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,400,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,403,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,408,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,415,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,418,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,424,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,427,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,430,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,433,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,436,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,439,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,448,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0
contig_20045_1,451,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20045_1,454,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,456,0.884,0.0,0.116,0.0,1.0,0.0,0.0,0.0
contig_20045_1,465,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,466,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,472,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,478,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,479,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,481,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,487,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,488,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,490,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,493,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,495,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,499,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_1,502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,511,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,517,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,520,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,524,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,528,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,535,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,538,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20045_1,547,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,550,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,558,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,559,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,570,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,583,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,589,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,595,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_1,599,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,600,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,601,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,602,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,607,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,613,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,616,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,618,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,619,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,628,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,631,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,634,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,637,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,649,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,654,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,661,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,667,0.0,0.0,0.02,0.98,0.0,0.0,1.0,0.0
contig_20045_1,672,0.976,0.024,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,676,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,681,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,682,0.0,0.96,0.04,0.0,0.0,1.0,0.0,0.0
contig_20045_1,684,0.0,0.0,0.912,0.088,0.0,0.0,0.0,1.0
contig_20045_1,688,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,694,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_1,700,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,703,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,709,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,712,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,721,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_1,724,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_1,727,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,729,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,730,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,733,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,738,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,739,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,742,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,745,0.0,0.996,0.004,0.0,0.0,0.0,1.0,0.0
contig_20045_1,748,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,751,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,754,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0
contig_20045_1,757,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,760,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,763,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,772,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,780,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,781,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_1,802,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,813,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,814,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_1,827,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,838,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,847,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,856,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_1,859,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0
contig_20045_1,871,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,888,0.152,0.0,0.848,0.0,0.0,0.0,1.0,0.0
contig_20045_1,901,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,912,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_1,934,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_1,952,0.0,0.0,0.952,0.048,0.0,0.0,1.0,0.0
contig_20045_1,953,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_2,13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,31,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,40,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,46,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20045_2,49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,52,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_2,55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,64,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,67,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,73,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,76,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,79,0.0,0.0,0.028,0.972,0.0,0.0,1.0,0.0
contig_20045_2,82,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_2,83,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_2,91,0.22,0.0,0.78,0.0,0.0,0.0,1.0,0.0
contig_20045_2,97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,127,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,135,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_2,145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20045_2,148,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20045_2,154,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,157,0.0,0.944,0.056,0.0,0.0,1.0,0.0,0.0
contig_20045_2,166,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,182,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,184,0.932,0.0,0.068,0.0,1.0,0.0,0.0,0.0
contig_20045_2,193,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20045_2,199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_2,208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,217,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,229,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0
contig_20045_2,238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,241,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,256,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,259,0.0,0.924,0.0,0.076,0.0,1.0,0.0,0.0
contig_20045_2,283,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,289,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,301,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20045_2,304,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,309,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,310,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,322,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,328,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,331,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,340,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,343,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,352,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_2,354,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,361,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,367,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_2,382,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0
contig_20045_2,391,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,394,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_2,397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_2,406,0.0,0.0,0.836,0.164,0.0,0.0,0.0,1.0
contig_20045_5,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_5,31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20045_5,72,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_5,88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20045_5,94,0.2,0.0,0.8,0.0,1.0,0.0,0.0,0.0
contig_20045_5,112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_5,130,0.908,0.0,0.092,0.0,0.0,0.0,1.0,0.0
contig_20045_5,137,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_5,151,0.008,0.992,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_5,157,0.048,0.0,0.952,0.0,0.0,0.0,1.0,0.0
contig_20045_5,160,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_5,169,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20045_5,175,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_5,181,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20045_5,196,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_5,202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20045_5,208,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20045_5,211,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
