,Position,0,1,2,3,4,5,6,7
contig_20765_5,205,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,214,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20765_5,220,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20765_5,223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20765_5,225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20765_5,229,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20765_5,241,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,244,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,247,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,250,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20765_5,255,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,256,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0
contig_20765_5,259,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,265,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,271,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,280,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,282,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,289,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,298,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,301,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,310,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,322,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20765_5,325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20765_5,328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20765_5,329,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,334,0.02,0.0,0.98,0.0,0.0,0.0,1.0,0.0
contig_20765_5,340,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,349,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20765_5,355,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20765_5,361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,367,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0
contig_20765_5,370,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,379,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,381,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20765_5,382,0.88,0.0,0.12,0.0,1.0,0.0,0.0,0.0
contig_20765_5,385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20765_5,388,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,406,0.864,0.0,0.0,0.136,1.0,0.0,0.0,0.0
contig_20765_5,409,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,412,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,418,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20765_5,427,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0
contig_20765_5,430,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,433,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,439,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20765_5,442,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0
contig_20765_5,445,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0
contig_20765_5,448,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,451,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,453,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0
contig_20765_5,454,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,460,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20765_5,463,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20765_5,466,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20765_5,469,0.0,0.916,0.0,0.084,0.0,1.0,0.0,0.0
contig_20765_5,472,0.0,0.972,0.0,0.028,0.0,0.0,0.0,1.0
contig_20765_5,475,0.984,0.0,0.016,0.0,0.0,0.0,1.0,0.0
contig_20765_5,481,0.004,0.0,0.904,0.092,0.0,0.0,1.0,0.0
contig_20765_5,490,0.3,0.0,0.7,0.0,1.0,0.0,0.0,0.0
contig_20765_5,505,0.104,0.0,0.896,0.0,1.0,0.0,0.0,0.0
contig_20460_6,18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,27,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20460_6,30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,33,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,66,0.772,0.0,0.0,0.228,0.0,1.0,0.0,0.0
contig_20460_6,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,81,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,92,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,94,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,103,0.0,0.0,0.116,0.884,0.0,0.0,1.0,0.0
contig_20460_6,105,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,108,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20460_6,109,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,110,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,117,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,121,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20460_6,129,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,132,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,133,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20460_6,137,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,142,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,144,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,147,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,150,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,153,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,159,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0
contig_20460_6,162,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,168,0.6,0.392,0.0,0.008,0.0,1.0,0.0,0.0
contig_20460_6,172,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,174,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,184,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,186,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,189,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,198,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,201,0.0,0.108,0.0,0.892,0.0,0.0,0.0,1.0
contig_20460_6,204,0.952,0.0,0.048,0.0,0.0,0.0,1.0,0.0
contig_20460_6,207,0.0,0.976,0.024,0.0,0.0,0.0,1.0,0.0
contig_20460_6,208,0.004,0.0,0.996,0.0,0.0,0.0,1.0,0.0
contig_20460_6,210,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,219,0.304,0.688,0.004,0.004,0.0,0.0,1.0,0.0
contig_20460_6,222,0.0,0.952,0.0,0.048,0.0,1.0,0.0,0.0
contig_20460_6,232,0.0,0.032,0.0,0.968,0.0,0.0,0.0,1.0
contig_20460_6,237,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,240,0.0,0.104,0.0,0.896,0.0,1.0,0.0,0.0
contig_20460_6,243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,249,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,250,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,270,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,279,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,282,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,285,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,294,0.54,0.008,0.452,0.0,0.0,0.0,1.0,0.0
contig_20460_6,300,0.02,0.0,0.0,0.98,0.0,0.0,0.0,1.0
contig_20460_6,304,0.8,0.2,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,306,0.0,0.0,0.252,0.748,0.0,0.0,1.0,0.0
contig_20460_6,318,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,321,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,330,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,331,0.0,0.352,0.0,0.648,0.0,1.0,0.0,0.0
contig_20460_6,336,0.712,0.0,0.288,0.0,0.0,0.0,1.0,0.0
contig_20460_6,339,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,348,0.036,0.0,0.964,0.0,1.0,0.0,0.0,0.0
contig_20460_6,351,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0
contig_20460_6,352,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,354,0.0,0.048,0.0,0.952,0.0,1.0,0.0,0.0
contig_20460_6,357,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,360,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,366,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,372,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,381,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,390,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,393,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,399,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,402,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,405,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,417,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,420,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,423,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20460_6,426,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,434,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,435,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,441,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,444,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,450,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20460_6,453,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,456,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,459,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,465,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,468,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,471,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,474,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,478,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,480,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,483,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,486,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,489,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20460_6,490,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,492,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,495,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,498,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,501,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,504,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,507,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,513,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,514,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,516,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,517,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,522,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,523,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,534,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,537,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,540,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,546,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,549,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,552,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,558,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,559,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,560,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,561,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,564,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,565,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,570,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0
contig_20460_6,573,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,579,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,581,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,582,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,588,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,591,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,594,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,597,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,600,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,606,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,609,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,615,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,618,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,627,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,630,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,633,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,639,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,642,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,648,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,651,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0
contig_20460_6,657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_20460_6,663,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,669,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,672,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,673,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,675,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,679,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_20460_6,684,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,687,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,688,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,690,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,691,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,693,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,696,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,699,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,702,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,705,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,706,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,708,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_20460_6,714,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,717,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_20460_6,718,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_20460_6,723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,726,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,729,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_20460_6,732,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_20460_6,735,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_20460_6,738,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
