,Position,Fa13.BD.MM110.SN.MAG7-A,Fa13.BD.MM110.SN.MAG7-C,Fa13.BD.MM110.SN.MAG7-G,Fa13.BD.MM110.SN.MAG7-T,Fa13.BD.MLB.SN.MAG7-A,Fa13.BD.MLB.SN.MAG7-C,Fa13.BD.MLB.SN.MAG7-G,Fa13.BD.MLB.SN.MAG7-T,Su13.BD.MM15.DN.MAG7-A,Su13.BD.MM15.DN.MAG7-C,Su13.BD.MM15.DN.MAG7-G,Su13.BD.MM15.DN.MAG7-T,Fa13.BD.MM15.DN.MAG7-A,Fa13.BD.MM15.DN.MAG7-C,Fa13.BD.MM15.DN.MAG7-G,Fa13.BD.MM15.DN.MAG7-T,Fa13.BD.MM110.SD.MAG7-A,Fa13.BD.MM110.SD.MAG7-C,Fa13.BD.MM110.SD.MAG7-G,Fa13.BD.MM110.SD.MAG7-T,Fa13.BD.MM15.SD.MAG7-A,Fa13.BD.MM15.SD.MAG7-C,Fa13.BD.MM15.SD.MAG7-G,Fa13.BD.MM15.SD.MAG7-T,Fa13.BD.MM110.DN.MAG7-A,Fa13.BD.MM110.DN.MAG7-C,Fa13.BD.MM110.DN.MAG7-G,Fa13.BD.MM110.DN.MAG7-T,Sp13.BD.MM15.SD.MAG7-A,Sp13.BD.MM15.SD.MAG7-C,Sp13.BD.MM15.SD.MAG7-G,Sp13.BD.MM15.SD.MAG7-T,Su13.BD.MM15.SN.C.MAG7-A,Su13.BD.MM15.SN.C.MAG7-C,Su13.BD.MM15.SN.C.MAG7-G,Su13.BD.MM15.SN.C.MAG7-T,Sp13.BD.MLB.SN.MAG7-A,Sp13.BD.MLB.SN.MAG7-C,Sp13.BD.MLB.SN.MAG7-G,Sp13.BD.MLB.SN.MAG7-T,Sp13.BD.MM110.DD.MAG7-A,Sp13.BD.MM110.DD.MAG7-C,Sp13.BD.MM110.DD.MAG7-G,Sp13.BD.MM110.DD.MAG7-T,Su13.BD.MM110.DCMD.MAG7-A,Su13.BD.MM110.DCMD.MAG7-C,Su13.BD.MM110.DCMD.MAG7-G,Su13.BD.MM110.DCMD.MAG7-T,Su13.BD.MLB.SD.C.MAG7-A,Su13.BD.MLB.SD.C.MAG7-C,Su13.BD.MLB.SD.C.MAG7-G,Su13.BD.MLB.SD.C.MAG7-T,Fa13.BD.MM15.SN.MAG7-A,Fa13.BD.MM15.SN.MAG7-C,Fa13.BD.MM15.SN.MAG7-G,Fa13.BD.MM15.SN.MAG7-T,Sp13.BD.MM110.SN.MAG7-A,Sp13.BD.MM110.SN.MAG7-C,Sp13.BD.MM110.SN.MAG7-G,Sp13.BD.MM110.SN.MAG7-T,Sp13.BD.MM15.SN.MAG7-A,Sp13.BD.MM15.SN.MAG7-C,Sp13.BD.MM15.SN.MAG7-G,Sp13.BD.MM15.SN.MAG7-T,Su13.BD.MLB.DD.MAG7-A,Su13.BD.MLB.DD.MAG7-C,Su13.BD.MLB.DD.MAG7-G,Su13.BD.MLB.DD.MAG7-T,Sp13.BD.MM110.SD.MAG7-A,Sp13.BD.MM110.SD.MAG7-C,Sp13.BD.MM110.SD.MAG7-G,Sp13.BD.MM110.SD.MAG7-T,Sp13.BD.MM15.DD.A.MAG7-A,Sp13.BD.MM15.DD.A.MAG7-C,Sp13.BD.MM15.DD.A.MAG7-G,Sp13.BD.MM15.DD.A.MAG7-T,Su13.BD.MM110.SN.C.MAG7-A,Su13.BD.MM110.SN.C.MAG7-C,Su13.BD.MM110.SN.C.MAG7-G,Su13.BD.MM110.SN.C.MAG7-T,Fa13.BD.MLB.DN.MAG7-A,Fa13.BD.MLB.DN.MAG7-C,Fa13.BD.MLB.DN.MAG7-G,Fa13.BD.MLB.DN.MAG7-T,Su13.BD.MM110.SD.MAG7-A,Su13.BD.MM110.SD.MAG7-C,Su13.BD.MM110.SD.MAG7-G,Su13.BD.MM110.SD.MAG7-T,Su13.BD.MM15.SD.MAG7-A,Su13.BD.MM15.SD.MAG7-C,Su13.BD.MM15.SD.MAG7-G,Su13.BD.MM15.SD.MAG7-T
contig_20765_5,118,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contig_20765_5,124,0,0,0,0,0,11,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,3,0,2,0,8,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_20765_5,127,0,0,0,0,5,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,2,4,0,0,0,6,0,0,2,1,0,0,0,15,0,0,1,0,0,0,0,2,0,0,0,1,0,0,3,3,0,0,1,9,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
contig_20765_5,130,0,0,0,0,0,6,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,9,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,1,0,0,10,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_20765_5,132,0,0,0,0,6,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,2,0,5,0,0,0,9,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,3,0,1,0,10,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,138,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,2,0,5,0,1,0,7,0,2,0,1,0,1,0,0,0,17,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,3,0,9,0,2,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
contig_20765_5,142,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,1,0,0,0,0,6,0,0,0,10,0,0,1,1,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,1,10,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
contig_20765_5,148,0,0,0,0,5,0,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,1,1,0,1,0,5,0,0,0,11,0,0,1,1,0,18,0,1,0,0,0,0,0,0,0,2,0,0,0,4,0,4,0,0,0,0,1,10,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,154,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,2,0,1,0,5,0,0,0,9,2,0,0,2,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,4,0,1,0,10,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
contig_20765_5,157,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,2,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,18,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,0,0,10,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,166,0,0,0,0,0,10,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,1,0,0,0,1,5,0,0,3,7,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,4,0,0,0,1,9,0,0,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
contig_20765_5,172,0,0,0,0,3,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
contig_20765_5,181,0,0,0,0,10,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,190,0,0,0,0,0,12,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
contig_20765_5,199,0,0,0,0,4,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,4,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
contig_20765_5,205,0,0,0,0,7,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,5,0,1,0,1,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
contig_20765_5,214,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
contig_20765_5,220,0,0,0,0,11,0,1,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,1,0,0,1,2,0,0,0,0,24,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,1,0,0,0,2,2,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
contig_20765_5,223,0,0,0,0,0,12,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,5,0,2,0,0,0,6,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
contig_20765_5,225,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,6,1,0,0,1,6,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
contig_20765_5,229,0,0,0,0,12,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,5,0,1,0,0,0,2,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,232,0,0,0,0,0,9,0,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,6,0,2,0,0,0,6,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1
contig_20765_5,241,0,0,0,0,24,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,2,0,7,0,0,0,3,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
contig_20765_5,244,0,0,0,0,3,22,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,5,4,0,0,1,3,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,6,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0
contig_20765_5,247,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,4,0,1,1,10,0,0,3,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,6,0,0,1,1,0,0,8,2,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0
contig_20765_5,250,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,2,10,0,0,2,1,0,0,3,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,10,0,0,5,6,0,0,0,1,0,0,1,4,0,0,6,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0
contig_20765_5,255,0,0,0,0,2,0,24,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,12,0,1,0,5,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,1,0,2,0,14,0,0,0,6,0,0,0,2,0,1,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
contig_20765_5,256,0,0,0,0,25,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,11,0,1,0,5,0,0,1,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,1,10,0,4,2,6,0,0,0,2,0,0,0,8,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
