,Position,Fa13.BD.MLB.DN.MAG5-A,Fa13.BD.MLB.DN.MAG5-C,Fa13.BD.MLB.DN.MAG5-G,Fa13.BD.MLB.DN.MAG5-T,Fa13.BD.MLB.SN.MAG5-A,Fa13.BD.MLB.SN.MAG5-C,Fa13.BD.MLB.SN.MAG5-G,Fa13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SD.MAG5-A,Sp13.BD.MM15.SD.MAG5-C,Sp13.BD.MM15.SD.MAG5-G,Sp13.BD.MM15.SD.MAG5-T,Su13.BD.MM15.SN.C.MAG5-A,Su13.BD.MM15.SN.C.MAG5-C,Su13.BD.MM15.SN.C.MAG5-G,Su13.BD.MM15.SN.C.MAG5-T,Fa13.BD.MM15.DN.MAG5-A,Fa13.BD.MM15.DN.MAG5-C,Fa13.BD.MM15.DN.MAG5-G,Fa13.BD.MM15.DN.MAG5-T,Fa13.BD.MM110.SN.MAG5-A,Fa13.BD.MM110.SN.MAG5-C,Fa13.BD.MM110.SN.MAG5-G,Fa13.BD.MM110.SN.MAG5-T,Su13.BD.MM110.SD.MAG5-A,Su13.BD.MM110.SD.MAG5-C,Su13.BD.MM110.SD.MAG5-G,Su13.BD.MM110.SD.MAG5-T,Su13.BD.MM110.SN.C.MAG5-A,Su13.BD.MM110.SN.C.MAG5-C,Su13.BD.MM110.SN.C.MAG5-G,Su13.BD.MM110.SN.C.MAG5-T,Su13.BD.MM15.DN.MAG5-A,Su13.BD.MM15.DN.MAG5-C,Su13.BD.MM15.DN.MAG5-G,Su13.BD.MM15.DN.MAG5-T,Sp13.BD.MLB.SN.MAG5-A,Sp13.BD.MLB.SN.MAG5-C,Sp13.BD.MLB.SN.MAG5-G,Sp13.BD.MLB.SN.MAG5-T,Sp13.BD.MM15.SN.MAG5-A,Sp13.BD.MM15.SN.MAG5-C,Sp13.BD.MM15.SN.MAG5-G,Sp13.BD.MM15.SN.MAG5-T,Fa13.BD.MM110.DN.MAG5-A,Fa13.BD.MM110.DN.MAG5-C,Fa13.BD.MM110.DN.MAG5-G,Fa13.BD.MM110.DN.MAG5-T,Fa13.BD.MM15.SN.MAG5-A,Fa13.BD.MM15.SN.MAG5-C,Fa13.BD.MM15.SN.MAG5-G,Fa13.BD.MM15.SN.MAG5-T,Sp13.BD.MM110.SD.MAG5-A,Sp13.BD.MM110.SD.MAG5-C,Sp13.BD.MM110.SD.MAG5-G,Sp13.BD.MM110.SD.MAG5-T,Fa13.BD.MM15.SD.MAG5-A,Fa13.BD.MM15.SD.MAG5-C,Fa13.BD.MM15.SD.MAG5-G,Fa13.BD.MM15.SD.MAG5-T,Su13.BD.MLB.SD.C.MAG5-A,Su13.BD.MLB.SD.C.MAG5-C,Su13.BD.MLB.SD.C.MAG5-G,Su13.BD.MLB.SD.C.MAG5-T,Sp13.BD.MM110.DD.MAG5-A,Sp13.BD.MM110.DD.MAG5-C,Sp13.BD.MM110.DD.MAG5-G,Sp13.BD.MM110.DD.MAG5-T,Su13.BD.MM110.DCMD.MAG5-A,Su13.BD.MM110.DCMD.MAG5-C,Su13.BD.MM110.DCMD.MAG5-G,Su13.BD.MM110.DCMD.MAG5-T,Sp13.BD.MM110.SN.MAG5-A,Sp13.BD.MM110.SN.MAG5-C,Sp13.BD.MM110.SN.MAG5-G,Sp13.BD.MM110.SN.MAG5-T,Su13.BD.MM15.SD.MAG5-A,Su13.BD.MM15.SD.MAG5-C,Su13.BD.MM15.SD.MAG5-G,Su13.BD.MM15.SD.MAG5-T,Sp13.BD.MM15.DD.A.MAG5-A,Sp13.BD.MM15.DD.A.MAG5-C,Sp13.BD.MM15.DD.A.MAG5-G,Sp13.BD.MM15.DD.A.MAG5-T,Fa13.BD.MM110.SD.MAG5-A,Fa13.BD.MM110.SD.MAG5-C,Fa13.BD.MM110.SD.MAG5-G,Fa13.BD.MM110.SD.MAG5-T,Su13.BD.MLB.DD.MAG5-A,Su13.BD.MLB.DD.MAG5-C,Su13.BD.MLB.DD.MAG5-G,Su13.BD.MLB.DD.MAG5-T
contig_19336_2,10,0,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,0
contig_19336_2,11,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,12,2,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,13,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0
contig_19336_2,14,0,2,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19336_2,15,0,2,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19336_2,16,2,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,17,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0
contig_19336_2,18,0,2,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19336_2,19,2,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,20,2,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,21,2,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,22,0,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0
contig_19336_2,23,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19336_2,24,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0
contig_19336_2,25,0,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0
contig_19336_2,26,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
contig_19336_2,27,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
contig_19336_2,28,0,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,29,0,0,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
contig_19336_2,30,0,2,0,0,0,10,0,0,0,2,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,31,0,0,2,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,32,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
contig_19336_2,33,0,0,0,2,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
contig_19336_2,34,0,0,1,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,35,0,1,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,36,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,37,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,38,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,39,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,40,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
contig_19336_2,41,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
contig_19336_2,42,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19336_2,43,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,44,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,45,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,46,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_19336_2,47,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,48,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_19336_2,49,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
contig_19336_2,50,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
