,Position,0,1,2,3,4,5,6,7
contig_18488_1,309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_1,315,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_1,321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_1,333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_1,340,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_1,347,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_1,348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_1,350,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_1,351,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_1,353,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_1,354,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_1,360,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_1,363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_1,381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_1,396,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_1,402,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_1,406,0.0,0.188,0.0,0.812,0.0,1.0,0.0,0.0
contig_18488_1,409,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_1,415,0.084,0.916,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_1,416,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0
contig_18488_1,417,0.0,0.3,0.7,0.0,0.0,0.0,1.0,0.0
contig_18488_1,420,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0
contig_18488_1,423,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_1,432,0.0,0.78,0.176,0.044,0.0,0.0,0.0,1.0
contig_18488_1,435,0.136,0.0,0.864,0.0,0.0,0.0,0.0,1.0
contig_18488_1,438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_1,444,0.0,0.912,0.0,0.088,0.0,1.0,0.0,0.0
contig_18488_1,462,0.0,0.524,0.476,0.0,0.0,0.0,1.0,0.0
contig_18488_1,477,0.008,0.0,0.992,0.0,0.0,0.0,1.0,0.0
contig_18488_2,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,24,0.712,0.288,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,30,0.0,0.292,0.708,0.0,0.0,1.0,0.0,0.0
contig_18488_2,33,0.752,0.0,0.248,0.0,1.0,0.0,0.0,0.0
contig_18488_2,37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,46,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,60,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,69,0.0,0.948,0.0,0.052,0.0,1.0,0.0,0.0
contig_18488_2,72,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0
contig_18488_2,78,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,87,0.756,0.0,0.244,0.0,1.0,0.0,0.0,0.0
contig_18488_2,89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,90,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0
contig_18488_2,91,0.0,0.976,0.0,0.024,0.0,0.0,0.0,1.0
contig_18488_2,103,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,105,0.0,0.972,0.008,0.02,0.0,1.0,0.0,0.0
contig_18488_2,108,0.0,0.488,0.512,0.0,0.0,0.0,1.0,0.0
contig_18488_2,111,0.0,0.768,0.232,0.0,0.0,0.0,1.0,0.0
contig_18488_2,114,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0
contig_18488_2,116,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_2,117,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,120,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0
contig_18488_2,129,0.0,0.872,0.128,0.0,0.0,0.0,1.0,0.0
contig_18488_2,132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,141,0.004,0.984,0.012,0.0,0.0,1.0,0.0,0.0
contig_18488_2,144,0.052,0.948,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,147,0.008,0.356,0.632,0.004,0.0,0.0,0.0,1.0
contig_18488_2,160,0.0,0.94,0.06,0.0,0.0,0.0,1.0,0.0
contig_18488_2,168,0.0,0.32,0.0,0.68,0.0,1.0,0.0,0.0
contig_18488_2,169,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,177,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,183,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0
contig_18488_2,189,0.0,0.916,0.08,0.004,1.0,0.0,0.0,0.0
contig_18488_2,191,0.0,0.0,0.16,0.84,0.0,0.0,0.0,1.0
contig_18488_2,198,0.468,0.0,0.532,0.0,0.0,0.0,1.0,0.0
contig_18488_2,204,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,207,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0
contig_18488_2,210,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,213,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,216,0.808,0.0,0.0,0.192,0.0,0.0,0.0,1.0
contig_18488_2,219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,222,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,225,0.0,0.016,0.0,0.984,0.0,0.0,0.0,1.0
contig_18488_2,229,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_2,231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,234,0.0,0.0,0.388,0.612,0.0,1.0,0.0,0.0
contig_18488_2,237,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,240,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,241,0.992,0.008,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,243,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,249,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,252,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,261,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,270,0.0,0.004,0.996,0.0,0.0,0.0,1.0,0.0
contig_18488_2,274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,275,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,276,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,279,0.0,0.0,0.456,0.544,0.0,0.0,1.0,0.0
contig_18488_2,282,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,292,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_2,293,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,294,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,300,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,301,0.176,0.0,0.824,0.0,1.0,0.0,0.0,0.0
contig_18488_2,306,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,309,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,321,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,324,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_2,334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,336,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,340,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,342,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,345,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,351,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,354,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,357,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_2,360,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,363,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_2,366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,367,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,369,0.0,0.0,0.796,0.204,0.0,0.0,1.0,0.0
contig_18488_2,372,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,378,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0
contig_18488_2,384,0.0,0.2,0.8,0.0,0.0,1.0,0.0,0.0
contig_18488_2,385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,387,0.0,0.208,0.792,0.0,0.0,1.0,0.0,0.0
contig_18488_2,393,0.0,0.012,0.988,0.0,0.0,1.0,0.0,0.0
contig_18488_2,396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,417,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,420,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,421,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,435,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,439,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,440,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,441,0.0,0.068,0.0,0.932,0.0,1.0,0.0,0.0
contig_18488_2,444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_2,447,0.0,0.936,0.064,0.0,0.0,1.0,0.0,0.0
contig_18488_2,450,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,453,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,454,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,465,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,468,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,469,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,470,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_2,471,0.996,0.0,0.0,0.004,0.0,0.0,1.0,0.0
contig_18488_2,474,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,480,0.416,0.232,0.352,0.0,0.0,1.0,0.0,0.0
contig_18488_2,486,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,487,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,489,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,492,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,495,0.008,0.992,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,504,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,523,0.988,0.0,0.012,0.0,0.0,1.0,0.0,0.0
contig_18488_2,529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,531,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_2,540,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,543,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,546,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,547,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_2,552,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,558,0.0,0.012,0.372,0.616,0.0,0.0,1.0,0.0
contig_18488_2,560,0.82,0.0,0.0,0.18,1.0,0.0,0.0,0.0
contig_18488_2,567,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,570,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0
contig_18488_2,576,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,582,0.992,0.008,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,587,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_2,588,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,591,0.0,0.972,0.028,0.0,0.0,1.0,0.0,0.0
contig_18488_2,594,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
contig_18488_2,598,0.004,0.996,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_2,600,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_2,603,0.0,0.976,0.0,0.024,0.0,1.0,0.0,0.0
contig_18488_2,604,0.012,0.988,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_3,15,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0
contig_18488_3,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_3,21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_3,31,0.0,0.004,0.0,0.996,0.0,0.0,0.0,1.0
contig_18488_3,48,0.0,0.008,0.0,0.992,0.0,1.0,0.0,0.0
contig_18488_3,51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,60,0.0,0.0,0.808,0.192,0.0,0.0,1.0,0.0
contig_18488_3,63,0.0,0.912,0.088,0.0,0.0,1.0,0.0,0.0
contig_18488_3,66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,76,0.168,0.0,0.832,0.0,0.0,1.0,0.0,0.0
contig_18488_3,77,0.0,0.096,0.0,0.904,0.0,0.0,0.0,1.0
contig_18488_3,111,0.008,0.0,0.992,0.0,1.0,0.0,0.0,0.0
contig_18488_3,121,0.556,0.0,0.444,0.0,1.0,0.0,0.0,0.0
contig_18488_3,132,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,138,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0
contig_18488_3,147,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,150,0.0,0.008,0.992,0.0,0.0,0.0,1.0,0.0
contig_18488_3,156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,160,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,165,0.0,0.24,0.0,0.76,0.0,1.0,0.0,0.0
contig_18488_3,171,0.0,0.96,0.0,0.04,0.0,1.0,0.0,0.0
contig_18488_3,174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,182,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,186,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_3,189,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,195,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,198,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0
contig_18488_3,199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,201,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,204,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,211,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_3,212,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,225,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,231,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,234,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,252,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_3,255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,258,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_3,267,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,270,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,271,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_3,273,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_3,275,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
contig_18488_3,279,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_3,291,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_3,295,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_3,309,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_3,312,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_18488_4,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_4,12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_18488_4,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_4,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_4,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_4,30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_18488_4,39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_18488_4,44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_4,59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,60,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_4,72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,84,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,87,0.0,0.756,0.0,0.244,0.0,1.0,0.0,0.0
contig_18488_4,93,0.004,0.0,0.996,0.0,0.0,1.0,0.0,0.0
contig_18488_4,96,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,102,0.0,0.576,0.416,0.008,0.0,0.0,1.0,0.0
contig_18488_4,105,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_18488_4,108,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,111,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0
contig_18488_4,117,0.024,0.0,0.976,0.0,0.0,0.0,1.0,0.0
contig_18488_4,120,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0
contig_18488_4,121,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,123,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_18488_4,126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_18488_4,129,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_18488_4,135,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
