,Position,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
contig_21633_8,49,0.88,0.12,0.0,0.0,0.932,0.068,0.0,0.0,0.888,0.112,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,51,0.0,0.656,0.0,0.344,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.54,0.0,0.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,54,0.0,1.0,0.0,0.0,0.964,0.0,0.036,0.0,0.252,0.0,0.748,0.0,0.016,0.0,0.984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,60,0.0,0.0,1.0,0.0,0.0,0.88,0.112,0.008,0.0,0.012,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.136,0.004,0.86,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,63,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,72,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.0,0.004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,74,0.012,0.988,0.0,0.0,0.0,0.012,0.988,0.0,0.164,0.02,0.816,0.0,0.0,1.0,0.0,0.0,0.1,0.892,0.004,0.004,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,75,0.0,1.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.256,0.74,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,78,0.0,1.0,0.0,0.0,0.0,0.004,0.0,0.996,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.984,0.016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.612,0.388,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,87,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.008,0.004,0.988,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,91,0.0,1.0,0.0,0.0,0.0,0.016,0.0,0.984,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.256,0.0,0.744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,96,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.028,0.0,0.972,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,99,0.0,0.0,1.0,0.0,0.956,0.0,0.044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.444,0.0,0.556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,105,0.0,1.0,0.0,0.0,0.0,0.108,0.0,0.892,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.948,0.004,0.048,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,106,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,111,0.0,1.0,0.0,0.0,0.096,0.276,0.004,0.624,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.156,0.0,0.832,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,112,0.0,0.0,0.0,1.0,0.0,0.084,0.0,0.916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,117,0.0,1.0,0.0,0.0,0.0,0.008,0.992,0.0,0.0,0.98,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,120,1.0,0.0,0.0,0.0,0.148,0.0,0.852,0.0,0.792,0.0,0.208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,123,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,126,0.0,1.0,0.0,0.0,0.0,0.024,0.0,0.976,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,132,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.964,0.032,0.0,0.0,0.0,0.0,1.0,0.984,0.016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.956,0.0,0.044,0.0,0.0,0.0,1.0,0.0,0.068,0.0,0.932,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,136,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,0.996,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,141,0.0,0.0,1.0,0.0,0.004,0.0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.188,0.004,0.808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,144,0.0,0.0,1.0,0.0,0.0,0.0,0.032,0.968,0.0,0.044,0.956,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.736,0.004,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,147,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,150,0.0,0.0,0.0,1.0,0.0,0.012,0.0,0.988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.976,0.0,0.024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,153,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.0,0.94,0.0,1.0,0.0,0.0,0.0,0.912,0.0,0.088,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.116,0.884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,159,0.0,0.82,0.18,0.0,0.812,0.0,0.188,0.0,0.712,0.136,0.152,0.0,0.0,1.0,0.0,0.0,0.348,0.036,0.604,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,165,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.716,0.076,0.208,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,168,0.0,0.0,1.0,0.0,0.048,0.0,0.952,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.88,0.0,0.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,171,0.0,1.0,0.0,0.0,0.0,0.044,0.0,0.956,0.072,0.928,0.0,0.0,1.0,0.0,0.0,0.0,0.956,0.02,0.0,0.024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,177,0.0,0.0,1.0,0.0,0.0,0.94,0.06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.68,0.32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,178,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.768,0.0,0.232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,180,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.848,0.152,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.968,0.024,0.0,0.008,0.0,1.0,0.0,0.0,0.048,0.008,0.0,0.944,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,186,0.58,0.0,0.42,0.0,0.104,0.0,0.896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.068,0.0,0.932,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,189,0.016,0.0,0.984,0.0,0.056,0.0,0.944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.188,0.0,0.812,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,192,0.0,0.344,0.656,0.0,0.0,0.276,0.7,0.024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.176,0.824,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,198,0.016,0.516,0.056,0.412,0.012,0.304,0.124,0.56,0.0,0.076,0.916,0.008,0.0,0.0,1.0,0.0,0.94,0.02,0.0,0.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,201,0.048,0.86,0.092,0.0,0.0,0.0,0.0,1.0,0.204,0.08,0.716,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,202,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.972,0.004,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,204,0.872,0.128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.136,0.844,0.02,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,207,0.04,0.0,0.96,0.0,0.884,0.0,0.116,0.0,0.892,0.0,0.108,0.0,0.0,0.0,1.0,0.0,0.928,0.008,0.064,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.88,0.0
contig_21633_8,210,0.0,0.392,0.064,0.544,0.0,0.088,0.884,0.028,0.0,0.924,0.008,0.068,0.0,1.0,0.0,0.0,0.0,0.028,0.04,0.932,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,213,0.0,0.932,0.052,0.016,1.0,0.0,0.0,0.0,0.0,0.012,0.0,0.988,0.0,1.0,0.0,0.0,0.0,0.084,0.912,0.004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,216,0.14,0.0,0.86,0.0,0.28,0.0,0.716,0.004,0.112,0.0,0.888,0.0,0.0,0.0,1.0,0.0,0.168,0.0,0.832,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,219,0.54,0.432,0.0,0.028,0.468,0.012,0.0,0.52,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,220,0.0,0.04,0.0,0.96,0.0,0.988,0.0,0.012,0.0,0.032,0.0,0.968,0.0,0.0,0.0,1.0,0.0,0.992,0.0,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,225,0.0,0.0,1.0,0.0,0.0,0.096,0.896,0.008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.944,0.052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,228,0.0,0.46,0.016,0.524,0.0,0.156,0.0,0.844,0.0,0.46,0.044,0.496,0.0,1.0,0.0,0.0,0.0,0.0,0.948,0.052,0.0,1.0,0.0,0.0,0.0,0.932,0.0,0.068
contig_21633_8,231,0.0,0.024,0.94,0.036,0.0,0.976,0.008,0.016,0.0,0.016,0.964,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.856,0.144,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,234,0.0,0.956,0.0,0.044,0.0,0.06,0.0,0.94,0.0,0.988,0.004,0.008,0.0,1.0,0.0,0.0,0.0,0.92,0.072,0.008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,237,0.0,0.936,0.0,0.064,0.0,0.28,0.0,0.72,0.0,0.928,0.0,0.072,0.0,1.0,0.0,0.0,0.0,0.116,0.0,0.884,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,240,0.0,0.408,0.592,0.0,0.02,0.284,0.648,0.048,0.0,0.864,0.132,0.004,0.0,1.0,0.0,0.0,0.0,0.028,0.004,0.968,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,243,0.204,0.0,0.796,0.0,0.992,0.0,0.008,0.0,0.364,0.0,0.636,0.0,0.0,0.0,1.0,0.0,0.044,0.0,0.956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,244,0.0,0.024,0.0,0.976,0.004,0.064,0.012,0.92,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.008,0.008,0.984,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,248,0.0,0.828,0.0,0.172,0.0,0.996,0.0,0.004,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.196,0.0,0.804,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,249,0.0,0.976,0.0,0.024,0.0,0.012,0.0,0.988,0.0,0.984,0.0,0.016,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,252,0.0,0.988,0.0,0.012,0.0,0.844,0.012,0.144,0.0,0.996,0.0,0.004,0.0,1.0,0.0,0.0,0.0,0.004,0.996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,264,0.944,0.0,0.056,0.0,0.1,0.004,0.896,0.0,0.108,0.0,0.892,0.0,0.0,0.0,1.0,0.0,0.996,0.0,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,267,0.0,0.84,0.024,0.136,0.0,0.076,0.008,0.916,0.0,0.772,0.192,0.036,0.0,1.0,0.0,0.0,0.0,0.048,0.904,0.048,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,270,0.54,0.0,0.448,0.012,0.0,0.0,0.004,0.996,0.02,0.0,0.964,0.016,0.0,0.0,1.0,0.0,0.352,0.004,0.616,0.028,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,271,0.008,0.004,0.028,0.96,0.248,0.004,0.224,0.524,0.004,0.0,0.004,0.992,0.0,0.0,0.0,1.0,0.0,0.0,0.976,0.024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,273,0.592,0.008,0.4,0.0,0.136,0.004,0.008,0.852,0.26,0.02,0.62,0.1,0.0,0.0,1.0,0.0,0.148,0.696,0.1,0.056,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,282,0.0,1.0,0.0,0.0,0.008,0.876,0.008,0.108,0.0,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.008,0.984,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.016,0.0,0.984
contig_21633_8,283,0.004,0.04,0.0,0.956,0.016,0.544,0.012,0.428,0.0,0.988,0.0,0.012,0.0,0.0,0.0,1.0,0.0,0.828,0.0,0.172,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,288,0.004,0.008,0.004,0.984,0.048,0.06,0.844,0.048,0.028,0.044,0.004,0.924,0.0,0.0,0.0,1.0,0.044,0.624,0.316,0.016,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
contig_21633_8,291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.992,0.008,0.0,0.0,0.0,1.0,0.42,0.5,0.072,0.008,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
contig_21633_8,294,0.016,0.0,0.984,0.0,0.656,0.04,0.304,0.0,0.056,0.008,0.936,0.0,0.0,0.0,1.0,0.0,0.34,0.096,0.564,0.0,0.0,0.0,1.0,0.0,0.348,0.0,0.652,0.0
contig_21633_8,297,0.0,0.004,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.992,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,300,0.0,0.0,0.0,1.0,0.244,0.016,0.036,0.704,0.0,0.284,0.712,0.004,0.0,1.0,0.0,0.0,0.112,0.564,0.3,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,303,0.0,0.0,1.0,0.0,0.004,0.984,0.012,0.0,0.0,0.064,0.936,0.0,0.0,1.0,0.0,0.0,0.0,0.892,0.108,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,306,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.052,0.944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.944,0.0,0.056,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,310,0.0,0.544,0.0,0.456,0.14,0.836,0.0,0.024,0.0,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.688,0.304,0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,312,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,318,0.0,1.0,0.0,0.0,0.0,0.272,0.728,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.708,0.292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,321,0.0,1.0,0.0,0.0,0.012,0.98,0.0,0.008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.996,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,0.0,0.008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,324,0.0,0.0,1.0,0.0,0.0,0.012,0.944,0.044,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032,0.968,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,327,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,330,0.0,0.524,0.0,0.476,0.0,0.444,0.472,0.084,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.792,0.0,0.208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
contig_21633_8,331,0.0,0.0,1.0,0.0,0.0,0.0,0.048,0.952,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.944,0.056,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,336,0.0,0.04,0.0,0.96,0.0,0.916,0.0,0.084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.216,0.0,0.784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
contig_21633_8,339,1.0,0.0,0.0,0.0,0.524,0.0,0.476,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.988,0.0,0.012,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,342,1.0,0.0,0.0,0.0,0.0,0.968,0.008,0.024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016,0.984,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,345,0.0,1.0,0.0,0.0,0.0,0.12,0.0,0.88,0.0,0.924,0.0,0.076,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
contig_21633_8,346,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
contig_21633_8,351,0.0,0.84,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.056,0.944,0.0,0.0,1.0,0.0,0.0,0.0,0.924,0.076,0.0
contig_21633_8,357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,360,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.004,0.012,0.976,0.008,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
contig_21633_8,366,1.0,0.0,0.0,0.0,0.32,0.0,0.656,0.024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.184,0.0,0.812,0.004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
